항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,234,78,-346,"-1,107",-925,,16, 
  당기순이익(지배)＜당기＞,28.9,10.7,-57.3,-183.5,-153.3,, , 
  보통주수정평균발행주식수＜당기＞,"12,373,089","13,719,701","16,569,188","16,569,188","16,569,188",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"8,851","7,722","7,467","6,221","5,845",,-6, 
  자본총계(지배)＜당기＞,"1,071.4","1,258.8","1,217.2","1,014.1",952.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,104,839","16,300,938","16,300,938","16,300,938","16,300,938",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,601,665,473,441,-95,,-122, 
  영업활동현금흐름＜당기＞,74.4,91.3,78.3,73.2,-15.8,, , 
  보통주수정평균발행주식수＜당기＞,"12,373,089","13,719,701","16,569,188","16,569,188","16,569,188",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"16,936","15,140","10,535","8,308","8,524",,3, 
  매출액＜당기＞,"2,095.5","2,077.2","1,745.5","1,376.5","1,412.4",, , 
  보통주수정평균발행주식수＜당기＞,"12,373,089","13,719,701","16,569,188","16,569,188","16,569,188",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,18.64,42.53,N/A,N/A,N/A,,-20.44, 
  보통주수정주가(기말)＜당기＞,"4,355","3,315","2,645","3,230","3,250","2,205", , 
  EPS＜당기＞,234,78,-346,"-1,107",-925,, , 
펼치기 PBR,0.49,0.43,0.35,0.52,0.56,,7.10, 
  보통주수정주가(기말)＜당기＞,"4,355","3,315","2,645","3,230","3,250","2,205", , 
  BPS＜당기＞,"8,851","7,722","7,467","6,221","5,845",, , 
펼치기 PCR,7.24,4.98,5.60,7.32,-34.18,,-567.24, 
  보통주수정주가(기말)＜당기＞,"4,355","3,315","2,645","3,230","3,250","2,205", , 
  CPS＜당기＞,601,665,473,441,-95,, , 
펼치기 PSR,0.26,0.22,0.25,0.39,0.38,,-1.94, 
  보통주수정주가(기말)＜당기＞,"4,355","3,315","2,645","3,230","3,250","2,205", , 
  SPS＜당기＞,"16,936","15,140","10,535","8,308","8,524",, , 
펼치기 EV/EBITDA,8.44,10.23,12.95,36.44,-53.54,,-246.93, 
  EV＜당기＞,"1,508.5","1,652.5","1,685.1","1,598.4","1,673.1",, , 
  EBITDA＜당기＞,178.7,161.5,130.1,43.9,-31.3,, , 
펼치기 DPS,100,20,,,,, , 
  현금DPS,100,20,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,2.30,0.60,,,,, , 
  현금배당성향(%),41.87,25.05,0.00,0.00,,, , 
