항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,170,215,186,119,245,,106, 
  당기순이익(지배)＜당기＞,42.5,53.8,46.4,29.8,61.3,, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","26,952,486", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"3,242","3,380","3,487","3,520","3,708",,5, 
  자본총계(지배)＜당기＞,810.6,845.0,871.8,880.0,927.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","26,979,604", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-30,913,437,336,157,,-53, 
  영업활동현금흐름＜당기＞,-7.6,228.3,109.2,84.1,39.1,, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","26,952,486", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"11,479","10,998","12,728","11,901","13,692",,15, 
  매출액＜당기＞,"2,869.8","2,749.5","3,182.1","2,975.2","3,422.9",, , 
  보통주수정평균발행주식수＜당기＞,"25,000,000","25,000,000","25,000,000","25,000,000","25,000,000","26,952,486", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,11.70,9.28,9.62,15.83,19.37,,22.38, 
  보통주수정주가(기말)＜당기＞,"1,992","1,995","1,785","1,885","4,750","4,305", , 
  EPS＜당기＞,170,215,186,119,245,, , 
펼치기 PBR,0.61,0.59,0.51,0.54,1.28,,139.18, 
  보통주수정주가(기말)＜당기＞,"1,992","1,995","1,785","1,885","4,750","4,305", , 
  BPS＜당기＞,"3,242","3,380","3,487","3,520","3,708",, , 
펼치기 PCR,-65.66,2.18,4.09,5.60,30.34,,441.52, 
  보통주수정주가(기말)＜당기＞,"1,992","1,995","1,785","1,885","4,750","4,305", , 
  CPS＜당기＞,-30,913,437,336,157,, , 
펼치기 PSR,0.17,0.18,0.14,0.16,0.35,,119.04, 
  보통주수정주가(기말)＜당기＞,"1,992","1,995","1,785","1,885","4,750","4,305", , 
  SPS＜당기＞,"11,479","10,998","12,728","11,901","13,692",, , 
펼치기 EV/EBITDA,9.59,7.95,6.72,7.70,13.52,,75.44, 
  EV＜당기＞,803.2,669.1,565.2,602.8,"1,295.4",, , 
  EBITDA＜당기＞,83.8,84.2,84.1,78.2,95.8,, , 
펼치기 DPS,70,70,90,100,100,,0, 
  현금DPS,70,70,90,100,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.51,3.51,5.04,5.31,2.11,,-3.20, 
  현금배당성향(%),41.13,32.55,48.51,83.98,40.78,,-43.19, 
