항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,209","1,492",855,"1,254","1,175",,-6, 
  당기순이익(지배)＜당기＞,73.3,100.4,60.7,89.1,84.5,, , 
  보통주수정평균발행주식수＜당기＞,"6,061,757","6,727,395","7,100,391","7,108,137","7,189,638","7,190,391", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"15,837","16,125","17,078","17,978","18,829",,5, 
  자본총계(지배)＜당기＞,982.2,"1,145.0","1,212.6","1,279.7","1,350.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,202,147","7,100,391","7,100,391","7,118,191","7,173,191","7,173,191", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,465","1,326","1,516","1,264","1,316",,4, 
  영업활동현금흐름＜당기＞,88.8,89.2,107.7,89.9,94.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,061,757","6,727,395","7,100,391","7,108,137","7,189,638","7,190,391", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"10,969","10,975","11,212","11,282","12,369",,10, 
  매출액＜당기＞,664.9,738.3,796.1,801.9,889.3,, , 
  보통주수정평균발행주식수＜당기＞,"6,061,757","6,727,395","7,100,391","7,108,137","7,189,638","7,190,391", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,10.17,8.61,17.49,30.22,18.47,,-38.88, 
  보통주수정주가(기말)＜당기＞,"12,300","12,850","14,950","37,900","21,700","19,100", , 
  EPS＜당기＞,"1,209","1,492",855,"1,254","1,175",, , 
펼치기 PBR,0.78,0.80,0.88,2.11,1.15,,-45.33, 
  보통주수정주가(기말)＜당기＞,"12,300","12,850","14,950","37,900","21,700","19,100", , 
  BPS＜당기＞,"15,837","16,125","17,078","17,978","18,829",, , 
펼치기 PCR,8.40,9.69,9.86,29.98,16.48,,-45.02, 
  보통주수정주가(기말)＜당기＞,"12,300","12,850","14,950","37,900","21,700","19,100", , 
  CPS＜당기＞,"1,465","1,326","1,516","1,264","1,316",, , 
펼치기 PSR,1.12,1.17,1.33,3.36,1.75,,-47.78, 
  보통주수정주가(기말)＜당기＞,"12,300","12,850","14,950","37,900","21,700","19,100", , 
  SPS＜당기＞,"10,969","10,975","11,212","11,282","12,369",, , 
펼치기 EV/EBITDA,5.20,5.80,7.31,21.10,12.82,,-39.26, 
  EV＜당기＞,506.9,566.4,808.0,"2,423.3","1,223.9",, , 
  EBITDA＜당기＞,97.4,97.7,110.5,114.9,95.5,, , 
펼치기 DPS,270,300,300,300,300,,0, 
  현금DPS,270,300,300,300,300,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.20,2.33,2.01,0.79,1.38,,0.59, 
  현금배당성향(%),22.85,21.22,35.10,23.96,25.48,,1.52, 
