항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,46,229,11,57,166,,191, 
  당기순이익(지배)＜당기＞,10.9,54.9,2.8,15.0,44.1,, , 
  보통주수정평균발행주식수＜당기＞,"23,565,158","23,957,048","24,973,703","26,323,057","26,495,789","26,558,307", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,278","1,486","1,692","1,749","2,070",,18, 
  자본총계(지배)＜당기＞,301.2,357.2,445.4,460.5,549.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"23,565,143","24,045,143","26,323,042","26,323,042","26,558,292","26,558,292", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,177,192,181,191,146,,-24, 
  영업활동현금흐름＜당기＞,41.8,46.0,45.2,50.4,38.8,, , 
  보통주수정평균발행주식수＜당기＞,"23,565,158","23,957,048","24,973,703","26,323,057","26,495,789","26,558,307", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"1,844","1,855","1,753","1,654","1,823",,10, 
  매출액＜당기＞,434.5,444.3,437.7,435.4,482.9,, , 
  보통주수정평균발행주식수＜당기＞,"23,565,158","23,957,048","24,973,703","26,323,057","26,495,789","26,558,307", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,89.03,11.15,279.68,124.48,76.32,,-38.69, 
  보통주수정주가(기말)＜당기＞,"4,025","2,555","3,165","7,110","12,700","8,420", , 
  EPS＜당기＞,46,229,11,57,166,, , 
펼치기 PBR,3.21,1.72,1.87,4.06,6.14,,50.96, 
  보통주수정주가(기말)＜당기＞,"4,025","2,555","3,165","7,110","12,700","8,420", , 
  BPS＜당기＞,"1,278","1,486","1,692","1,749","2,070",, , 
펼치기 PCR,23.14,13.32,17.50,37.14,86.80,,133.71, 
  보통주수정주가(기말)＜당기＞,"4,025","2,555","3,165","7,110","12,700","8,420", , 
  CPS＜당기＞,177,192,181,191,146,, , 
펼치기 PSR,2.22,1.38,1.81,4.30,6.97,,62.09, 
  보통주수정주가(기말)＜당기＞,"4,025","2,555","3,165","7,110","12,700","8,420", , 
  SPS＜당기＞,"1,844","1,855","1,753","1,654","1,823",, , 
펼치기 EV/EBITDA,14.97,11.48,21.85,44.97,46.68,,3.79, 
  EV＜당기＞,997.2,610.7,901.5,"1,955.7","3,363.4",, , 
  EBITDA＜당기＞,66.6,53.2,41.3,43.5,72.1,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
