항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,,98,131,,33, 
  당기순이익(지배)＜당기＞,,,,17.3,23.1,, , 
  보통주수정평균발행주식수＜당기＞,"17,647,000","17,647,000","17,647,000","17,647,000","17,647,000","17,647,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,,,,292,423,,45, 
  자본총계(지배)＜당기＞,,,,51.5,74.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"17,647,000","17,647,000","17,647,000","17,647,000","17,646,218","17,646,219", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,,,,105,92,,-12, 
  영업활동현금흐름＜당기＞,,,,18.4,16.1,, , 
  보통주수정평균발행주식수＜당기＞,"17,647,000","17,647,000","17,647,000","17,647,000","17,647,000","17,647,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,,,,572,799,,40, 
  매출액＜당기＞,,,,101.0,141.0,, , 
  보통주수정평균발행주식수＜당기＞,"17,647,000","17,647,000","17,647,000","17,647,000","17,647,000","17,647,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,375","10,500", , 
  EPS＜당기＞,,,,98,131,, , 
펼치기 PBR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,375","10,500", , 
  BPS＜당기＞,,,,292,423,, , 
펼치기 PCR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,375","10,500", , 
  CPS＜당기＞,,,,105,92,, , 
펼치기 PSR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,375","10,500", , 
  SPS＜당기＞,,,,572,799,, , 
펼치기 EV/EBITDA,,,,,,, , 
  EV＜당기＞,,,,,,, , 
  EBITDA＜당기＞,,,0.0,23.7,29.8,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),,,,0.00,,, , 
