항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,245,-20,106,4,-24,,-667, 
  당기순이익(지배)＜당기＞,56.0,-5.5,32.4,1.3,-7.3,, , 
  보통주수정평균발행주식수＜당기＞,"22,892,600","27,586,965","30,752,430","30,752,430","30,752,430","34,187,852", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,129","1,848","1,933","1,918","1,874",,-2, 
  자본총계(지배)＜당기＞,487.4,568.3,594.6,589.7,576.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,892,600","30,752,430","30,752,430","30,752,430","30,752,430","9,225,726", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,364,-574,-178,430,172,,-60, 
  영업활동현금흐름＜당기＞,83.3,-158.3,-54.8,132.1,52.7,, , 
  보통주수정평균발행주식수＜당기＞,"22,892,600","27,586,965","30,752,430","30,752,430","30,752,430","34,187,852", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,807","3,800","3,843","3,495","3,587",,3, 
  매출액＜당기＞,871.4,"1,048.3","1,181.7","1,074.8","1,103.1",, , 
  보통주수정평균발행주식수＜당기＞,"22,892,600","27,586,965","30,752,430","30,752,430","30,752,430","34,187,852", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,N/A,118.95,"3,162.09",N/A,,-121.59, 
  보통주수정주가(기말)＜당기＞,,"20,050","12,550","13,150","16,100","129,400", , 
  EPS＜당기＞,245,-20,106,4,-24,, , 
펼치기 PBR,0.00,10.85,6.49,6.86,8.59,,25.28, 
  보통주수정주가(기말)＜당기＞,,"20,050","12,550","13,150","16,100","129,400", , 
  BPS＜당기＞,"2,129","1,848","1,933","1,918","1,874",, , 
펼치기 PCR,,-34.94,-70.45,30.62,93.86,,206.59, 
  보통주수정주가(기말)＜당기＞,,"20,050","12,550","13,150","16,100","129,400", , 
  CPS＜당기＞,364,-574,-178,430,172,, , 
펼치기 PSR,,5.28,3.27,3.76,4.49,,19.29, 
  보통주수정주가(기말)＜당기＞,,"20,050","12,550","13,150","16,100","129,400", , 
  SPS＜당기＞,"3,807","3,800","3,843","3,495","3,587",, , 
펼치기 EV/EBITDA,,75.83,14.69,252.75,54.79,,-78.32, 
  EV＜당기＞,,"1,405.8","1,019.1",935.5,"1,178.9",, , 
  EBITDA＜당기＞,46.5,18.5,69.4,3.7,21.5,, , 
펼치기 DPS,60,20,20,20,20,,0, 
  현금DPS,60,20,20,20,20,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.10,0.16,0.15,0.12,,-0.03, 
  현금배당성향(%),24.51,-111.86,18.96,480.93,-84.80,,-565.73, 
