항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"6,928","7,530","8,202","7,350","9,466","8,818",29,-7
  당기순이익(지배)＜당기＞,347.5,583.4,643.4,576.5,742.5,691.7, , 
  보통주수정평균발행주식수＜당기＞,"5,015,575","7,746,964","7,843,638","7,843,638","7,843,638",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"37,801","44,252","51,546","57,834","67,256","76,690",16,14
  자본총계(지배)＜당기＞,"2,874.9","3,469.6","4,036.3","4,401.3","4,972.9","5,624.3", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,605,361","7,840,601","7,830,616","7,610,236","7,393,980","7,333,902", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"19,434","7,938","11,776","7,981","12,832","13,680",61,7
  영업활동현금흐름＜당기＞,974.7,615.0,923.7,626.0,"1,006.5","1,022.7", , 
  보통주수정평균발행주식수＜당기＞,"5,015,575","7,746,964","7,843,638","7,843,638","7,843,638",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"175,688","167,883","177,629","186,533","197,851","208,143",6,5
  매출액＜당기＞,"8,811.8","13,005.8","13,932.6","14,631.0","15,518.7","16,326.0", , 
  보통주수정평균발행주식수＜당기＞,"5,015,575","7,746,964","7,843,638","7,843,638","7,843,638",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,9.57,10.46,10.50,9.51,7.26,7.70,-23.68,6.09
  보통주수정주가(기말)＜당기＞,"66,300","78,800","86,100","69,900","68,700","67,900", , 
  EPS＜당기＞,"6,928","7,530","8,202","7,350","9,466","8,818", , 
펼치기 PBR,1.75,1.78,1.67,1.21,1.02,0.89,-15.49,-13.32
  보통주수정주가(기말)＜당기＞,"66,300","78,800","86,100","69,900","68,700","67,900", , 
  BPS＜당기＞,"37,801","44,252","51,546","57,834","67,256","76,690", , 
펼치기 PCR,3.41,9.93,7.31,8.76,5.35,4.96,-38.87,-7.29
  보통주수정주가(기말)＜당기＞,"66,300","78,800","86,100","69,900","68,700","67,900", , 
  CPS＜당기＞,"19,434","7,938","11,776","7,981","12,832","13,680", , 
펼치기 PSR,0.38,0.47,0.48,0.37,0.35,0.33,-7.34,-6.05
  보통주수정주가(기말)＜당기＞,"66,300","78,800","86,100","69,900","68,700","67,900", , 
  SPS＜당기＞,"175,688","167,883","177,629","186,533","197,851","208,143", , 
펼치기 EV/EBITDA,8.23,6.27,5.54,4.44,4.11,3.43,-7.34,-16.45
  EV＜당기＞,"5,525.8","6,362.0","6,549.0","5,415.8","5,212.3","4,505.3", , 
  EBITDA＜당기＞,671.4,"1,014.3","1,183.0","1,220.7","1,267.9","1,311.7", , 
펼치기 DPS,450,700,800,800,"1,200",,50, 
  현금DPS,450,700,800,800,"1,200",, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.68,0.89,0.93,1.14,1.75,1.57,0.60,-0.18
  현금배당성향(%),9.85,9.41,9.74,10.57,11.95,12.10,1.38,0.15
