항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,123,152,135,561,211,,-62, 
  당기순이익(지배)＜당기＞,7.8,9.6,9.1,39.6,15.7,, , 
  보통주수정평균발행주식수＜당기＞,"6,328,942","6,328,942","6,743,394","7,058,203","7,421,381","7,640,489", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,386","3,494","4,500","5,060","5,960",,18, 
  자본총계(지배)＜당기＞,214.3,221.1,316.7,361.4,452.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,328,942","6,328,942","7,037,317","7,141,003","7,586,398","7,490,186", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,129,673,555,540,832,,54, 
  영업활동현금흐름＜당기＞,8.2,42.6,37.4,38.1,61.7,, , 
  보통주수정평균발행주식수＜당기＞,"6,328,942","6,328,942","6,743,394","7,058,203","7,421,381","7,640,489", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,274","2,731","3,109","3,379","3,398",,1, 
  매출액＜당기＞,143.9,172.8,209.6,238.5,252.1,, , 
  보통주수정평균발행주식수＜당기＞,"6,328,942","6,328,942","6,743,394","7,058,203","7,421,381","7,640,489", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,67.95,59.05,78.69,34.43,72.25,,109.83, 
  보통주수정주가(기말)＜당기＞,"8,340","9,000","10,600","19,300","15,250","9,970", , 
  EPS＜당기＞,123,152,135,561,211,, , 
펼치기 PBR,2.46,2.58,2.36,3.81,2.56,,-32.91, 
  보통주수정주가(기말)＜당기＞,"8,340","9,000","10,600","19,300","15,250","9,970", , 
  BPS＜당기＞,"3,386","3,494","4,500","5,060","5,960",, , 
펼치기 PCR,64.51,13.38,19.11,35.73,18.33,,-48.70, 
  보통주수정주가(기말)＜당기＞,"8,340","9,000","10,600","19,300","15,250","9,970", , 
  CPS＜당기＞,129,673,555,540,832,, , 
펼치기 PSR,3.67,3.30,3.41,5.71,4.49,,-21.42, 
  보통주수정주가(기말)＜당기＞,"8,340","9,000","10,600","19,300","15,250","9,970", , 
  SPS＜당기＞,"2,274","2,731","3,109","3,379","3,398",, , 
펼치기 EV/EBITDA,18.86,15.57,12.34,18.52,18.91,,2.09, 
  EV＜당기＞,517.5,608.8,721.5,"1,391.0","1,052.5",, , 
  EBITDA＜당기＞,27.4,39.1,58.5,75.1,55.7,, , 
펼치기 DPS,30,40,50,50,30,,-40, 
  현금DPS,30,40,50,50,30,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.36,0.44,0.47,0.26,0.20,,-0.06, 
  현금배당성향(%),24.44,26.24,38.73,9.02,14.53,,5.50, 
