항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,88,279,377,150,-528,,-451, 
  당기순이익(지배)＜당기＞,14.2,44.9,60.6,24.2,-84.8,, , 
  보통주수정평균발행주식수＜당기＞,"16,075,215","16,075,215","16,075,215","16,075,215","16,075,215","16,144,703", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,425","4,597","4,869","4,931","4,259",,-14, 
  자본총계(지배)＜당기＞,662.5,691.6,719.2,718.1,620.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,970,707","15,042,159","14,771,221","14,565,215","14,581,082","14,765,163", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,236,69,-183,-170,"1,014",,697, 
  영업활동현금흐름＜당기＞,38.0,11.1,-29.4,-27.3,163.0,, , 
  보통주수정평균발행주식수＜당기＞,"16,075,215","16,075,215","16,075,215","16,075,215","16,075,215","16,144,703", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"13,276","16,846","19,706","19,962","19,983",,0, 
  매출액＜당기＞,"2,134.2","2,708.1","3,167.8","3,208.9","3,212.2",, , 
  보통주수정평균발행주식수＜당기＞,"16,075,215","16,075,215","16,075,215","16,075,215","16,075,215","16,144,703", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,60.89,14.52,18.48,46.58,N/A,,-135.52, 
  보통주수정주가(기말)＜당기＞,"5,360","4,055","6,960","7,000","8,730","7,290", , 
  EPS＜당기＞,88,279,377,150,-528,, , 
펼치기 PBR,1.21,0.88,1.43,1.42,2.05,,44.39, 
  보통주수정주가(기말)＜당기＞,"5,360","4,055","6,960","7,000","8,730","7,290", , 
  BPS＜당기＞,"4,425","4,597","4,869","4,931","4,259",, , 
펼치기 PCR,22.70,58.53,-38.10,-41.25,8.61,,120.87, 
  보통주수정주가(기말)＜당기＞,"5,360","4,055","6,960","7,000","8,730","7,290", , 
  CPS＜당기＞,236,69,-183,-170,"1,014",, , 
펼치기 PSR,0.40,0.24,0.35,0.35,0.44,,24.58, 
  보통주수정주가(기말)＜당기＞,"5,360","4,055","6,960","7,000","8,730","7,290", , 
  SPS＜당기＞,"13,276","16,846","19,706","19,962","19,983",, , 
펼치기 EV/EBITDA,6.21,2.11,7.69,15.88,116.07,,631.12, 
  EV＜당기＞,335.2,207.3,755.3,"1,010.3","1,284.4",, , 
  EBITDA＜당기＞,54.0,98.3,98.2,63.6,11.1,, , 
펼치기 DPS,50,100,120,80,50,,-38, 
  현금DPS,50,100,120,80,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.93,2.47,1.72,1.14,0.57,,-0.57, 
  현금배당성향(%),52.90,33.55,29.27,48.23,-8.60,,-56.83, 
