항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,885,731,"1,635",-150,"-1,029",,-586, 
  당기순이익(지배)＜당기＞,123.9,102.4,228.9,-21.0,-144.0,, , 
  보통주수정평균발행주식수＜당기＞,"14,000,000","14,000,000","14,000,000","14,000,000","14,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"5,348","6,053","7,326","7,154","6,832",,-5, 
  자본총계(지배)＜당기＞,735.3,832.3,967.0,944.4,902.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,750,000","13,750,000","13,200,000","13,200,000","13,209,117","13,209,117", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,297",624,778,"-2,249","-1,162",,48, 
  영업활동현금흐름＜당기＞,181.6,87.4,109.0,-314.9,-162.7,, , 
  보통주수정평균발행주식수＜당기＞,"14,000,000","14,000,000","14,000,000","14,000,000","14,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"4,036","4,644","4,433",903,347,,-62, 
  매출액＜당기＞,565.1,650.1,620.6,126.4,48.6,, , 
  보통주수정평균발행주식수＜당기＞,"14,000,000","14,000,000","14,000,000","14,000,000","14,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,12.37,10.78,4.10,N/A,N/A,,79.92, 
  보통주수정주가(기말)＜당기＞,"10,950","7,880","6,700","9,590","13,200","12,400", , 
  EPS＜당기＞,885,731,"1,635",-150,"-1,029",, , 
펼치기 PBR,2.05,1.30,0.91,1.34,1.93,,44.14, 
  보통주수정주가(기말)＜당기＞,"10,950","7,880","6,700","9,590","13,200","12,400", , 
  BPS＜당기＞,"5,348","6,053","7,326","7,154","6,832",, , 
펼치기 PCR,8.44,12.62,8.61,-4.26,-11.36,,-166.41, 
  보통주수정주가(기말)＜당기＞,"10,950","7,880","6,700","9,590","13,200","12,400", , 
  CPS＜당기＞,"1,297",624,778,"-2,249","-1,162",, , 
펼치기 PSR,2.71,1.70,1.51,10.62,38.03,,258.15, 
  보통주수정주가(기말)＜당기＞,"10,950","7,880","6,700","9,590","13,200","12,400", , 
  SPS＜당기＞,"4,036","4,644","4,433",903,347,, , 
펼치기 EV/EBITDA,8.44,6.32,0.25,-6.21,-7.51,,-20.95, 
  EV＜당기＞,"1,363.4",896.7,22.6,646.2,"1,318.4",, , 
  EBITDA＜당기＞,161.5,141.8,92.1,-104.1,-175.7,, , 
펼치기 DPS,200,170,170,,,, , 
  현금DPS,200,170,170,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,1.83,2.16,2.54,,,, , 
  현금배당성향(%),22.19,22.84,9.80,0.00,,, , 
