항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,112,-404,130,344,183,,-47, 
  당기순이익(지배)＜당기＞,40.2,-145.2,46.7,123.8,65.9,, , 
  보통주수정평균발행주식수＜당기＞,"35,967,295","35,967,295","35,967,295","35,967,295","35,967,295",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"2,831","2,018","2,420","2,211","2,245",,2, 
  자본총계(지배)＜당기＞,"1,007.0",717.6,860.8,786.3,798.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"35,567,295","35,567,295","35,567,295","35,567,295","35,567,295",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,630,169,"1,103","1,868","-1,203",,-164, 
  영업활동현금흐름＜당기＞,226.7,60.8,396.6,671.8,-432.6,, , 
  보통주수정평균발행주식수＜당기＞,"35,967,295","35,967,295","35,967,295","35,967,295","35,967,295",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"13,902","15,496","20,866","24,344","29,274",,20, 
  매출액＜당기＞,"5,000.1","5,573.6","7,504.8","8,755.9","10,528.9",, , 
  보통주수정평균발행주식수＜당기＞,"35,967,295","35,967,295","35,967,295","35,967,295","35,967,295",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,25.29,N/A,22.81,7.55,20.90,,176.59, 
  보통주수정주가(기말)＜당기＞,"2,825","2,600","2,965","2,600","3,830","3,550", , 
  EPS＜당기＞,112,-404,130,344,183,, , 
펼치기 PBR,1.00,1.29,1.23,1.18,1.71,,45.08, 
  보통주수정주가(기말)＜당기＞,"2,825","2,600","2,965","2,600","3,830","3,550", , 
  BPS＜당기＞,"2,831","2,018","2,420","2,211","2,245",, , 
펼치기 PCR,4.48,15.37,2.69,1.39,-3.18,,-328.74, 
  보통주수정주가(기말)＜당기＞,"2,825","2,600","2,965","2,600","3,830","3,550", , 
  CPS＜당기＞,630,169,"1,103","1,868","-1,203",, , 
펼치기 PSR,0.20,0.17,0.14,0.11,0.13,,22.50, 
  보통주수정주가(기말)＜당기＞,"2,825","2,600","2,965","2,600","3,830","3,550", , 
  SPS＜당기＞,"13,902","15,496","20,866","24,344","29,274",, , 
펼치기 EV/EBITDA,6.44,11.11,4.57,2.34,4.96,,111.77, 
  EV＜당기＞,"1,677.1","1,768.9","2,092.0","1,750.5","3,530.9",, , 
  EBITDA＜당기＞,260.3,159.2,457.5,747.6,712.1,, , 
펼치기 DPS,50,,,,,, , 
  현금DPS,50,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,1.77,,,,,, , 
  현금배당성향(%),44.26,0.00,0.00,0.00,,, , 
