항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-27,-73,77,644,100,,-84, 
  당기순이익(지배)＜당기＞,-10.8,-30.8,35.1,293.3,45.6,, , 
  보통주수정평균발행주식수＜당기＞,"40,545,960","42,300,202","45,573,661","45,573,661","45,573,661",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,286,278,690,"1,321","1,652",,25, 
  자본총계(지배)＜당기＞,116.0,126.8,314.2,601.5,752.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"40,519,588","45,547,289","45,547,289","45,547,289","45,547,289",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-184,-47,254,231,-33,,-114, 
  영업활동현금흐름＜당기＞,-74.7,-20.0,116.0,105.2,-15.0,, , 
  보통주수정평균발행주식수＜당기＞,"40,545,960","42,300,202","45,573,661","45,573,661","45,573,661",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"2,491","1,832","2,855","3,681","2,544",,-31, 
  매출액＜당기＞,"1,009.8",774.8,"1,301.1","1,677.4","1,159.2",, , 
  보통주수정평균발행주식수＜당기＞,"40,545,960","42,300,202","45,573,661","45,573,661","45,573,661",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,N/A,10.39,3.82,36.74,,861.22, 
  보통주수정주가(기말)＜당기＞,978,711,800,"2,460","3,675","3,255", , 
  EPS＜당기＞,-27,-73,77,644,100,, , 
펼치기 PBR,3.42,2.55,1.16,1.86,2.22,,19.43, 
  보통주수정주가(기말)＜당기＞,978,711,800,"2,460","3,675","3,255", , 
  BPS＜당기＞,286,278,690,"1,321","1,652",, , 
펼치기 PCR,-5.31,-15.07,3.14,10.65,-111.86,,"-1,149.93", 
  보통주수정주가(기말)＜당기＞,978,711,800,"2,460","3,675","3,255", , 
  CPS＜당기＞,-184,-47,254,231,-33,, , 
펼치기 PSR,0.39,0.39,0.28,0.67,1.44,,116.17, 
  보통주수정주가(기말)＜당기＞,978,711,800,"2,460","3,675","3,255", , 
  SPS＜당기＞,"2,491","1,832","2,855","3,681","2,544",, , 
펼치기 EV/EBITDA,33.96,-194.54,15.50,7.12,25.08,,252.48, 
  EV＜당기＞,"1,063.6",973.4,886.8,"1,542.1","2,112.5",, , 
  EBITDA＜당기＞,31.3,-5.0,57.2,216.7,84.2,, , 
펼치기 DPS,0,,,,,, , 
  현금DPS,0,,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.00,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
