항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,446,"1,294",-96,131,633,,383, 
  당기순이익(지배)＜당기＞,27.3,79.3,-5.9,8.0,38.8,, , 
  보통주수정평균발행주식수＜당기＞,"6,132,112","6,132,112","6,132,112","6,132,112","6,132,112",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"22,784","24,059","23,785","23,908","24,542",,3, 
  자본총계(지배)＜당기＞,"1,346.0","1,421.3","1,405.1","1,412.3","1,449.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,907,526","5,907,526","5,907,526","5,907,526","5,907,526",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,007",394,"1,151","1,706","1,234",,-28, 
  영업활동현금흐름＜당기＞,61.7,24.2,70.6,104.6,75.7,, , 
  보통주수정평균발행주식수＜당기＞,"6,132,112","6,132,112","6,132,112","6,132,112","6,132,112",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"22,148","24,629","22,282","21,656","24,017",,11, 
  매출액＜당기＞,"1,358.2","1,510.3","1,366.4","1,328.0","1,472.7",, , 
  보통주수정평균발행주식수＜당기＞,"6,132,112","6,132,112","6,132,112","6,132,112","6,132,112",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,22.04,6.96,N/A,62.18,21.74,,-65.04, 
  보통주수정주가(기말)＜당기＞,"9,820","9,000","8,500","8,150","13,750","12,300", , 
  EPS＜당기＞,446,"1,294",-96,131,633,, , 
펼치기 PBR,0.43,0.37,0.36,0.34,0.56,,64.35, 
  보통주수정주가(기말)＜당기＞,"9,820","9,000","8,500","8,150","13,750","12,300", , 
  BPS＜당기＞,"22,784","24,059","23,785","23,908","24,542",, , 
펼치기 PCR,9.76,22.83,7.38,4.78,11.15,,133.37, 
  보통주수정주가(기말)＜당기＞,"9,820","9,000","8,500","8,150","13,750","12,300", , 
  CPS＜당기＞,"1,007",394,"1,151","1,706","1,234",, , 
펼치기 PSR,0.44,0.37,0.38,0.38,0.57,,52.13, 
  보통주수정주가(기말)＜당기＞,"9,820","9,000","8,500","8,150","13,750","12,300", , 
  SPS＜당기＞,"22,148","24,629","22,282","21,656","24,017",, , 
펼치기 EV/EBITDA,5.71,3.68,5.67,4.31,5.34,,23.79, 
  EV＜당기＞,522.1,284.8,367.5,365.7,665.1,, , 
  EBITDA＜당기＞,91.4,77.3,64.8,84.8,124.6,, , 
펼치기 DPS,85,170,0,85,170,,100, 
  현금DPS,85,170,0,85,170,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.87,1.89,0.00,1.04,1.24,,0.19, 
  현금배당성향(%),18.38,12.66,0.00,62.48,25.89,,-36.59, 
