항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"4,139","4,753","4,694","2,897","3,778",,30, 
  당기순이익(지배)＜당기＞,248.3,285.2,281.7,173.8,226.7,, , 
  보통주수정평균발행주식수＜당기＞,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"19,313","23,394","27,796","30,321","33,801",,11, 
  자본총계(지배)＜당기＞,"1,158.8","1,403.6","1,667.8","1,819.2","2,028.1",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"3,409","7,491","5,877","5,605","6,770",,21, 
  영업활동현금흐름＜당기＞,204.5,449.4,352.6,336.3,406.2,, , 
  보통주수정평균발행주식수＜당기＞,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"24,073","26,453","28,127","27,680","28,577",,3, 
  매출액＜당기＞,"1,444.4","1,587.2","1,687.6","1,660.8","1,714.6",, , 
  보통주수정평균발행주식수＜당기＞,"6,000,000","6,000,000","6,000,000","6,000,000","6,000,000","6,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,9.89,8.07,6.74,11.37,7.60,,-33.22, 
  보통주수정주가(기말)＜당기＞,"40,950","38,350","31,650","32,950","28,700","27,900", , 
  EPS＜당기＞,"4,139","4,753","4,694","2,897","3,778",, , 
펼치기 PBR,2.12,1.64,1.14,1.09,0.85,,-21.87, 
  보통주수정주가(기말)＜당기＞,"40,950","38,350","31,650","32,950","28,700","27,900", , 
  BPS＜당기＞,"19,313","23,394","27,796","30,321","33,801",, , 
펼치기 PCR,12.01,5.12,5.39,5.88,4.24,,-27.89, 
  보통주수정주가(기말)＜당기＞,"40,950","38,350","31,650","32,950","28,700","27,900", , 
  CPS＜당기＞,"3,409","7,491","5,877","5,605","6,770",, , 
펼치기 PSR,1.70,1.45,1.13,1.19,1.00,,-15.63, 
  보통주수정주가(기말)＜당기＞,"40,950","38,350","31,650","32,950","28,700","27,900", , 
  SPS＜당기＞,"24,073","26,453","28,127","27,680","28,577",, , 
펼치기 EV/EBITDA,6.28,5.02,3.78,3.85,2.45,,-36.28, 
  EV＜당기＞,"2,501.8","2,258.7","1,678.8","1,588.6",993.0,, , 
  EBITDA＜당기＞,398.4,450.1,444.2,412.6,404.8,, , 
펼치기 DPS,300,300,400,400,400,,0, 
  현금DPS,300,300,400,400,400,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.73,0.78,1.26,1.21,1.39,,0.18, 
  현금배당성향(%),7.25,5.88,7.64,12.38,9.49,,-2.89, 
