항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-663,276,123,17,453,,"2,523", 
  당기순이익(지배)＜당기＞,-73.0,30.4,13.5,1.9,57.9,, , 
  보통주수정평균발행주식수＜당기＞,"11,013,678","11,013,678","11,013,678","11,013,678","12,787,896","13,827,911", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,315","4,185","4,091","3,932","4,159",,6, 
  자본총계(지배)＜당기＞,452.7,437.1,427.3,410.7,547.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,491,387","10,445,004","10,445,004","10,445,004","13,169,855","13,270,484", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,703,474,291,717,523,,-27, 
  영업활동현금흐름＜당기＞,77.4,52.2,32.0,79.0,66.8,, , 
  보통주수정평균발행주식수＜당기＞,"11,013,678","11,013,678","11,013,678","11,013,678","12,787,896","13,827,911", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,947","4,104","3,851","3,447","5,160",,50, 
  매출액＜당기＞,434.7,452.0,424.1,379.7,659.8,, , 
  보통주수정평균발행주식수＜당기＞,"11,013,678","11,013,678","11,013,678","11,013,678","12,787,896","13,827,911", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,15.40,30.93,228.22,11.15,,-95.11, 
  보통주수정주가(기말)＜당기＞,"4,950","4,250","3,800","3,940","5,050","5,770", , 
  EPS＜당기＞,-663,276,123,17,453,, , 
펼치기 PBR,1.15,1.02,0.93,1.00,1.21,,21.17, 
  보통주수정주가(기말)＜당기＞,"4,950","4,250","3,800","3,940","5,050","5,770", , 
  BPS＜당기＞,"4,315","4,185","4,091","3,932","4,159",, , 
펼치기 PCR,7.04,8.97,13.07,5.49,9.66,,75.89, 
  보통주수정주가(기말)＜당기＞,"4,950","4,250","3,800","3,940","5,050","5,770", , 
  CPS＜당기＞,703,474,291,717,523,, , 
펼치기 PSR,1.25,1.04,0.99,1.14,0.98,,-14.36, 
  보통주수정주가(기말)＜당기＞,"4,950","4,250","3,800","3,940","5,050","5,770", , 
  SPS＜당기＞,"3,947","4,104","3,851","3,447","5,160",, , 
펼치기 EV/EBITDA,8.90,6.88,8.39,7.81,6.64,,-15.01, 
  EV＜당기＞,610.8,548.4,543.6,528.7,898.5,, , 
  EBITDA＜당기＞,68.6,79.7,64.8,67.7,135.3,, , 
펼치기 DPS,350,250,250,250,250,,0, 
  현금DPS,350,250,250,250,250,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,7.07,5.88,6.58,6.35,4.95,,-1.39, 
  현금배당성향(%),-50.44,85.92,192.99,"1,373.32",56.85,,"-1,316.47", 
