항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-221,-129,109,153,155,,1, 
  당기순이익(지배)＜당기＞,-69.6,-41.2,35.0,49.2,49.7,, , 
  보통주수정평균발행주식수＜당기＞,"31,478,502","32,012,514","32,116,220","32,136,660","32,136,660","32,136,660", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,621,509,629,780,929,,19, 
  자본총계(지배)＜당기＞,198.4,163.0,202.0,250.7,298.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"31,941,860","32,034,160","32,136,660","32,136,660","32,136,660",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-67,32,33,132,187,,42, 
  영업활동현금흐름＜당기＞,-21.2,10.2,10.5,42.3,60.1,, , 
  보통주수정평균발행주식수＜당기＞,"31,478,502","32,012,514","32,116,220","32,136,660","32,136,660","32,136,660", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,235,241,248,506,485,,-4, 
  매출액＜당기＞,73.9,77.0,79.5,162.7,156.0,, , 
  보통주수정평균발행주식수＜당기＞,"31,478,502","32,012,514","32,116,220","32,136,660","32,136,660","32,136,660", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,21.49,28.14,24.55,,-12.75, 
  보통주수정주가(기말)＜당기＞,"8,480","4,545","2,345","4,305","3,795","3,775", , 
  EPS＜당기＞,-221,-129,109,153,155,, , 
펼치기 PBR,13.65,8.93,3.73,5.52,4.09,,-25.95, 
  보통주수정주가(기말)＜당기＞,"8,480","4,545","2,345","4,305","3,795","3,775", , 
  BPS＜당기＞,621,509,629,780,929,, , 
펼치기 PCR,-126.16,142.70,71.93,32.68,20.28,,-37.93, 
  보통주수정주가(기말)＜당기＞,"8,480","4,545","2,345","4,305","3,795","3,775", , 
  CPS＜당기＞,-67,32,33,132,187,, , 
펼치기 PSR,36.10,18.89,9.47,8.50,7.82,,-8.08, 
  보통주수정주가(기말)＜당기＞,"8,480","4,545","2,345","4,305","3,795","3,775", , 
  SPS＜당기＞,235,241,248,506,485,, , 
펼치기 EV/EBITDA,-83.35,-889.29,95.53,19.53,19.01,,-2.68, 
  EV＜당기＞,"2,617.5","1,370.4",692.5,"1,264.2","1,044.6",, , 
  EBITDA＜당기＞,-31.4,-1.5,7.2,64.7,54.9,, , 
펼치기 DPS,0,0,,,,, , 
  현금DPS,0,0,,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,0.00,0.00,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
