항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,134",307,257,640,991,,55, 
  당기순이익(지배)＜당기＞,846.9,234.1,198.8,495.0,766.4,, , 
  보통주수정평균발행주식수＜당기＞,"74,679,370","76,270,237","77,292,680","77,310,863","77,310,863","77,310,863", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,536","10,356","10,480","11,277","12,368",,10, 
  자본총계(지배)＜당기＞,"7,283.7","7,565.6","7,675.8","8,007.5","8,782.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"69,132,576","73,053,728","73,242,524","71,009,760","71,009,760","70,485,611", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,644,"1,002",596,846,"1,607",,90, 
  영업활동현금흐름＜당기＞,481.0,764.3,461.0,653.9,"1,242.7",, , 
  보통주수정평균발행주식수＜당기＞,"74,679,370","76,270,237","77,292,680","77,310,863","77,310,863","77,310,863", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"17,395","19,025","18,860","14,698","17,402",,18, 
  매출액＜당기＞,"12,990.4","14,510.4","14,577.6","11,363.2","13,453.3",, , 
  보통주수정평균발행주식수＜당기＞,"74,679,370","76,270,237","77,292,680","77,310,863","77,310,863","77,310,863", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,4.34,20.36,19.55,7.37,4.88,,-33.84, 
  보통주수정주가(기말)＜당기＞,"4,920","6,250","5,030","4,720","4,835","4,765", , 
  EPS＜당기＞,"1,134",307,257,640,991,, , 
펼치기 PBR,0.47,0.60,0.48,0.42,0.39,,-6.61, 
  보통주수정주가(기말)＜당기＞,"4,920","6,250","5,030","4,720","4,835","4,765", , 
  BPS＜당기＞,"10,536","10,356","10,480","11,277","12,368",, , 
펼치기 PCR,7.64,6.24,8.43,5.58,3.01,,-46.10, 
  보통주수정주가(기말)＜당기＞,"4,920","6,250","5,030","4,720","4,835","4,765", , 
  CPS＜당기＞,644,"1,002",596,846,"1,607",, , 
펼치기 PSR,0.28,0.33,0.27,0.32,0.28,,-13.48, 
  보통주수정주가(기말)＜당기＞,"4,920","6,250","5,030","4,720","4,835","4,765", , 
  SPS＜당기＞,"17,395","19,025","18,860","14,698","17,402",, , 
펼치기 EV/EBITDA,7.10,7.08,6.25,13.51,11.50,,-14.88, 
  EV＜당기＞,"9,038.0","10,395.8","9,721.0","9,826.2","9,712.4",, , 
  EBITDA＜당기＞,"1,273.3","1,467.6","1,556.0",727.6,844.9,, , 
펼치기 DPS,150,150,150,170,170,,0, 
  현금DPS,150,150,150,170,170,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.05,2.40,2.98,3.60,3.52,,-0.09, 
  현금배당성향(%),12.24,46.81,55.25,24.39,15.75,,-8.64, 
