항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-271,"-1,164",-752,488,459,,-6, 
  당기순이익(지배)＜당기＞,-22.2,-95.0,-61.4,39.8,37.5,, , 
  보통주수정평균발행주식수＜당기＞,"8,166,558","8,166,558","8,166,558","8,166,558","8,166,558","8,166,558", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"13,711","12,293","11,436","12,628","13,240",,5, 
  자본총계(지배)＜당기＞,964.7,852.2,777.7,804.3,843.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,035,694","6,932,554","6,800,463","6,368,831","6,368,831","6,368,831", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-661,-933,-193,240,"-1,219",,-608, 
  영업활동현금흐름＜당기＞,-54.0,-76.2,-15.7,19.6,-99.6,, , 
  보통주수정평균발행주식수＜당기＞,"8,166,558","8,166,558","8,166,558","8,166,558","8,166,558","8,166,558", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,718","4,635","4,328","4,785","6,196",,29, 
  매출액＜당기＞,548.6,378.5,353.5,390.8,506.0,, , 
  보통주수정평균발행주식수＜당기＞,"8,166,558","8,166,558","8,166,558","8,166,558","8,166,558","8,166,558", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,15.26,26.49,,73.57, 
  보통주수정주가(기말)＜당기＞,"10,000","6,040","3,970","7,440","12,150","9,270", , 
  EPS＜당기＞,-271,"-1,164",-752,488,459,, , 
펼치기 PBR,0.73,0.49,0.35,0.59,0.92,,55.77, 
  보통주수정주가(기말)＜당기＞,"10,000","6,040","3,970","7,440","12,150","9,270", , 
  BPS＜당기＞,"13,711","12,293","11,436","12,628","13,240",, , 
펼치기 PCR,-15.13,-6.48,-20.60,31.00,-9.97,,-132.15, 
  보통주수정주가(기말)＜당기＞,"10,000","6,040","3,970","7,440","12,150","9,270", , 
  CPS＜당기＞,-661,-933,-193,240,"-1,219",, , 
펼치기 PSR,1.49,1.30,0.92,1.55,1.96,,26.12, 
  보통주수정주가(기말)＜당기＞,"10,000","6,040","3,970","7,440","12,150","9,270", , 
  SPS＜당기＞,"6,718","4,635","4,328","4,785","6,196",, , 
펼치기 EV/EBITDA,-2.14,-0.08,1.33,11.78,16.46,,39.68, 
  EV＜당기＞,186.2,6.0,-94.6,248.6,801.9,, , 
  EBITDA＜당기＞,-87.1,-79.2,-71.0,21.1,48.7,, , 
펼치기 DPS,100,100,,,,, , 
  현금DPS,100,100,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,1.00,1.66,,,,, , 
  현금배당성향(%),-31.80,-7.29,0.00,0.00,,, , 
