항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,514,-172,-429,595,726,,22, 
  당기순이익(지배)＜당기＞,55.1,-18.7,-46.4,64.4,78.6,, , 
  보통주수정평균발행주식수＜당기＞,"10,728,904","10,819,866","10,819,866","10,819,866","10,819,866","10,819,866", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,440","4,256","3,801","4,417","5,148",,17, 
  자본총계(지배)＜당기＞,480.4,460.5,411.3,477.9,557.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,819,866","10,819,866","10,819,866","10,819,866","10,819,866",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,88,585,249,927,936,,1, 
  영업활동현금흐름＜당기＞,9.5,63.3,26.9,100.3,101.3,, , 
  보통주수정평균발행주식수＜당기＞,"10,728,904","10,819,866","10,819,866","10,819,866","10,819,866","10,819,866", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"4,678","3,749","3,389","4,716","5,592",,19, 
  매출액＜당기＞,501.9,405.6,366.7,510.3,605.0,, , 
  보통주수정평균발행주식수＜당기＞,"10,728,904","10,819,866","10,819,866","10,819,866","10,819,866","10,819,866", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,17.99,N/A,N/A,11.11,12.28,,10.56, 
  보통주수정주가(기말)＜당기＞,"9,240","4,170","5,140","6,610","8,920","5,800", , 
  EPS＜당기＞,514,-172,-429,595,726,, , 
펼치기 PBR,2.08,0.98,1.35,1.50,1.73,,15.79, 
  보통주수정주가(기말)＜당기＞,"9,240","4,170","5,140","6,610","8,920","5,800", , 
  BPS＜당기＞,"4,440","4,256","3,801","4,417","5,148",, , 
펼치기 PCR,104.88,7.13,20.64,7.13,9.53,,33.63, 
  보통주수정주가(기말)＜당기＞,"9,240","4,170","5,140","6,610","8,920","5,800", , 
  CPS＜당기＞,88,585,249,927,936,, , 
펼치기 PSR,1.98,1.11,1.52,1.40,1.60,,13.81, 
  보통주수정주가(기말)＜당기＞,"9,240","4,170","5,140","6,610","8,920","5,800", , 
  SPS＜당기＞,"4,678","3,749","3,389","4,716","5,592",, , 
펼치기 EV/EBITDA,9.20,90.25,48.96,7.74,6.02,,-22.25, 
  EV＜당기＞,853.8,395.4,529.5,607.8,831.5,, , 
  EBITDA＜당기＞,92.8,4.4,10.8,78.5,138.2,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
