항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-7,-339,-944,"-1,442","-1,036",,28, 
  당기순이익(지배)＜당기＞,-0.3,-16.6,-63.0,-104.7,-76.3,, , 
  보통주수정평균발행주식수＜당기＞,"3,999,600","4,813,376","6,672,948","7,261,600","7,261,600","7,332,878", , 
  우선주수정평균발행주식수＜당기＞,0,"76,164",0,0,"100,797","347,085", , 
펼치기 BPS,106,"1,525","2,453","1,052","1,633",,55, 
  자본총계(지배)＜당기＞,4.3,88.7,178.1,76.4,124.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"3,999,600","5,819,600","7,261,600","7,261,600","7,261,600","7,360,900", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,"347,085","347,085", , 
펼치기 CPS,83,-295,-768,-800,-946,,-18, 
  영업활동현금흐름＜당기＞,3.3,-14.4,-51.2,-58.1,-69.6,, , 
  보통주수정평균발행주식수＜당기＞,"3,999,600","4,813,376","6,672,948","7,261,600","7,261,600","7,332,878", , 
  우선주수정평균발행주식수＜당기＞,0,"76,164",0,0,"100,797","347,085", , 
펼치기 SPS,"1,139",966,588,315,585,,85, 
  매출액＜당기＞,45.5,47.2,39.3,22.9,43.0,, , 
  보통주수정평균발행주식수＜당기＞,"3,999,600","4,813,376","6,672,948","7,261,600","7,261,600","7,332,878", , 
  우선주수정평균발행주식수＜당기＞,0,"76,164",0,0,"100,797","347,085", , 
펼치기 PER,,,N/A,N/A,N/A,,-55.68, 
  보통주수정주가(기말)＜당기＞,,,"7,275","18,500","20,700","14,700", , 
  EPS＜당기＞,-7,-339,-944,"-1,442","-1,036",, , 
펼치기 PBR,0.00,0.00,2.97,17.59,12.68,,-27.93, 
  보통주수정주가(기말)＜당기＞,,,"7,275","18,500","20,700","14,700", , 
  BPS＜당기＞,106,"1,525","2,453","1,052","1,633",, , 
펼치기 PCR,,,-9.48,-23.13,-21.89,,5.38, 
  보통주수정주가(기말)＜당기＞,,,"7,275","18,500","20,700","14,700", , 
  CPS＜당기＞,83,-295,-768,-800,-946,, , 
펼치기 PSR,,,12.36,58.66,35.40,,-39.64, 
  보통주수정주가(기말)＜당기＞,,,"7,275","18,500","20,700","14,700", , 
  SPS＜당기＞,"1,139",966,588,315,585,, , 
펼치기 EV/EBITDA,,,-7.58,-15.02,-30.52,,-103.19, 
  EV＜당기＞,,,414.5,"1,356.9","1,507.9",, , 
  EBITDA＜당기＞,5.8,-10.0,-54.7,-90.3,-49.4,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
