항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,60,-66,-374,76,-70,,-192, 
  당기순이익(지배)＜당기＞,5.4,-5.9,-33.7,6.8,-6.3,, , 
  보통주수정평균발행주식수＜당기＞,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"5,473","5,330","5,123","5,199","5,102",,-2, 
  자본총계(지배)＜당기＞,486.9,474.2,455.8,462.8,454.5,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,896,669","8,896,669","8,896,669","8,902,469","8,908,969","8,908,969", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,147,25,-24,24,24,,-1, 
  영업활동현금흐름＜당기＞,13.2,2.3,-2.1,2.2,2.1,, , 
  보통주수정평균발행주식수＜당기＞,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,750","2,341","1,708","1,718","1,621",,-6, 
  매출액＜당기＞,247.5,210.7,153.7,154.7,145.9,, , 
  보통주수정평균발행주식수＜당기＞,"9,000,000","9,000,000","9,000,000","9,000,000","9,000,000","9,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,53.49,N/A,N/A,32.64,N/A,,-236.93, 
  보통주수정주가(기말)＜당기＞,"3,215","2,560","2,785","2,480","3,110","3,740", , 
  EPS＜당기＞,60,-66,-374,76,-70,, , 
펼치기 PBR,0.59,0.48,0.54,0.48,0.61,,27.79, 
  보통주수정주가(기말)＜당기＞,"3,215","2,560","2,785","2,480","3,110","3,740", , 
  BPS＜당기＞,"5,473","5,330","5,123","5,199","5,102",, , 
펼치기 PCR,21.88,100.49,-116.78,103.10,130.94,,27.00, 
  보통주수정주가(기말)＜당기＞,"3,215","2,560","2,785","2,480","3,110","3,740", , 
  CPS＜당기＞,147,25,-24,24,24,, , 
펼치기 PSR,1.17,1.09,1.63,1.44,1.92,,32.94, 
  보통주수정주가(기말)＜당기＞,"3,215","2,560","2,785","2,480","3,110","3,740", , 
  SPS＜당기＞,"2,750","2,341","1,708","1,718","1,621",, , 
펼치기 EV/EBITDA,11.84,-10.03,-4.48,8.94,-18.54,,-307.33, 
  EV＜당기＞,128.1,95.3,123.6,89.5,161.4,, , 
  EBITDA＜당기＞,10.8,-9.5,-27.6,10.0,-8.7,, , 
펼치기 DPS,50,,,,,, , 
  현금DPS,50,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,1.56,,,,,, , 
  현금배당성향(%),82.23,0.00,0.00,0.00,,, , 
