항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,515,766,"1,096","1,262","1,324","1,464",5,11
  당기순이익(지배)＜당기＞,73.5,109.4,156.5,185.2,196.3,217.0, , 
  보통주수정평균발행주식수＜당기＞,"14,280,000","14,280,000","14,280,000","14,674,045","14,818,910","14,818,910", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,805","4,556","5,497","7,095","8,310","9,684",17,17
  자본총계(지배)＜당기＞,543.3,650.6,785.0,"1,051.4","1,231.4","1,435.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"14,280,000","14,280,000","14,280,000","14,818,910","14,818,910","14,818,910", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,139,553,"-1,153","4,117",-915,"1,755",-122,292
  영업활동현금흐름＜당기＞,19.8,78.9,-164.7,604.1,-135.5,246.0, , 
  보통주수정평균발행주식수＜당기＞,"14,280,000","14,280,000","14,280,000","14,674,045","14,818,910","14,818,910", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,156","7,196","10,305","8,702","11,905","13,712",37,15
  매출액＜당기＞,736.3,"1,027.5","1,471.6","1,276.9","1,764.2","2,032.0", , 
  보통주수정평균발행주식수＜당기＞,"14,280,000","14,280,000","14,280,000","14,674,045","14,818,910","14,818,910", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,19.42,15.34,9.90,17.00,21.14,19.60,24.38,-7.30
  보통주수정주가(기말)＜당기＞,"10,000","11,750","10,850","21,450","28,000","28,700", , 
  EPS＜당기＞,515,766,"1,096","1,262","1,324","1,464", , 
펼치기 PBR,2.63,2.58,1.97,3.02,3.37,2.96,11.45,-12.04
  보통주수정주가(기말)＜당기＞,"10,000","11,750","10,850","21,450","28,000","28,700", , 
  BPS＜당기＞,"3,805","4,556","5,497","7,095","8,310","9,684", , 
펼치기 PCR,71.97,21.26,-9.41,5.21,-30.61,16.36,-687.51,153.44
  보통주수정주가(기말)＜당기＞,"10,000","11,750","10,850","21,450","28,000","28,700", , 
  CPS＜당기＞,139,553,"-1,153","4,117",-915,"1,755", , 
펼치기 PSR,1.94,1.63,1.05,2.46,2.35,2.09,-4.59,-11.01
  보통주수정주가(기말)＜당기＞,"10,000","11,750","10,850","21,450","28,000","28,700", , 
  SPS＜당기＞,"5,156","7,196","10,305","8,702","11,905","13,712", , 
펼치기 EV/EBITDA,14.08,11.81,8.58,11.98,24.73,12.48,106.37,-49.52
  EV＜당기＞,"1,335.0","1,479.1","1,647.8","2,682.9","4,439.8","3,508.0", , 
  EBITDA＜당기＞,94.8,125.3,192.0,223.9,179.5,281.0, , 
펼치기 DPS,0,100,0,,,, , 
  현금DPS,0,100,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.85,0.00,,,0.00, , 
  현금배당성향(%),0.00,13.05,0.00,0.00,,, , 
