항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,148,115,204,31,-60,,-292, 
  당기순이익(지배)＜당기＞,29.8,23.1,41.4,6.7,-12.0,, , 
  보통주수정평균발행주식수＜당기＞,"20,107,271","20,107,271","20,244,277","21,686,125","20,107,271","20,107,271", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,274","1,353","1,214","1,581","2,008",,27, 
  자본총계(지배)＜당기＞,256.1,272.0,311.7,317.8,403.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,107,282","20,107,282","25,663,636","20,107,282","20,106,287","20,106,287", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,626,-61,306,538,-76,,-114, 
  영업활동현금흐름＜당기＞,125.9,-12.3,62.0,116.8,-15.2,, , 
  보통주수정평균발행주식수＜당기＞,"20,107,271","20,107,271","20,244,277","21,686,125","20,107,271","20,107,271", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,706","3,604","4,020","3,598","4,340",,21, 
  매출액＜당기＞,745.3,724.7,813.9,780.2,872.7,, , 
  보통주수정평균발행주식수＜당기＞,"20,107,271","20,107,271","20,244,277","21,686,125","20,107,271","20,107,271", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,700","1,940", , 
  EPS＜당기＞,148,115,204,31,-60,, , 
펼치기 PBR,,,,,1.34,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,700","1,940", , 
  BPS＜당기＞,"1,274","1,353","1,214","1,581","2,008",, , 
펼치기 PCR,,,,,-35.66,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,700","1,940", , 
  CPS＜당기＞,626,-61,306,538,-76,, , 
펼치기 PSR,,,,,0.62,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,700","1,940", , 
  SPS＜당기＞,"3,706","3,604","4,020","3,598","4,340",, , 
펼치기 EV/EBITDA,,,,,16.51,, , 
  EV＜당기＞,,,,,851.4,, , 
  EBITDA＜당기＞,91.5,69.9,104.3,71.7,51.6,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,0.00,0.00,0.00,,, , 
  현금배당성향(%),,0.00,0.00,0.00,,, , 
