항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-459,"-1,098","1,142","1,552",212,,-86, 
  당기순이익(지배)＜당기＞,-28.2,-75.5,90.8,133.5,18.4,, , 
  보통주수정평균발행주식수＜당기＞,"6,143,923","6,872,299","7,947,000","8,601,655","8,703,529","8,703,529", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,412",591,"2,123","3,798","3,441",,-9, 
  자본총계(지배)＜당기＞,86.6,42.3,180.6,330.6,289.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,134,198","7,161,179","8,507,224","8,703,529","8,403,529","8,403,529", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-357,-390,"2,367",730,266,,-64, 
  영업활동현금흐름＜당기＞,-21.9,-26.8,188.1,62.8,23.1,, , 
  보통주수정평균발행주식수＜당기＞,"6,143,923","6,872,299","7,947,000","8,601,655","8,703,529","8,703,529", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,941","1,719","7,051","4,995","1,524",,-69, 
  매출액＜당기＞,119.2,118.2,560.3,429.6,132.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,143,923","6,872,299","7,947,000","8,601,655","8,703,529","8,703,529", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,7.69,5.93,60.39,,919.02, 
  보통주수정주가(기말)＜당기＞,"3,885","3,463","8,784","9,200","12,800","12,950", , 
  EPS＜당기＞,-459,"-1,098","1,142","1,552",212,, , 
펼치기 PBR,2.75,5.86,4.14,2.42,3.72,,53.59, 
  보통주수정주가(기말)＜당기＞,"3,885","3,463","8,784","9,200","12,800","12,950", , 
  BPS＜당기＞,"1,412",591,"2,123","3,798","3,441",, , 
펼치기 PCR,-10.89,-8.89,3.71,12.60,48.14,,282.02, 
  보통주수정주가(기말)＜당기＞,"3,885","3,463","8,784","9,200","12,800","12,950", , 
  CPS＜당기＞,-357,-390,"2,367",730,266,, , 
펼치기 PSR,2.00,2.01,1.25,1.84,8.40,,355.96, 
  보통주수정주가(기말)＜당기＞,"3,885","3,463","8,784","9,200","12,800","12,950", , 
  SPS＜당기＞,"1,941","1,719","7,051","4,995","1,524",, , 
펼치기 EV/EBITDA,10.83,-70.56,3.54,3.97,90.19,,"2,174.25", 
  EV＜당기＞,265.1,265.7,518.2,565.5,951.6,, , 
  EBITDA＜당기＞,24.5,-3.8,146.4,142.6,10.6,, , 
펼치기 DPS,0,0,0,300,,, , 
  현금DPS,0,0,0,300,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,3.26,,, , 
  현금배당성향(%),0.00,0.00,0.00,19.55,,, , 
