항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,216,130,85,191,740,,286, 
  당기순이익(지배)＜당기＞,53.5,32.2,21.1,47.5,183.5,, , 
  보통주수정평균발행주식수＜당기＞,"24,803,369","24,803,369","24,803,369","24,803,369","24,803,369",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,629","1,649","1,634","1,719","2,364",,38, 
  자본총계(지배)＜당기＞,404.1,409.0,405.3,426.3,586.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"24,803,369","24,803,369","24,803,369","24,803,369","24,803,369",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-100,398,227,121,333,,176, 
  영업활동현금흐름＜당기＞,-24.8,98.7,56.3,30.0,82.7,, , 
  보통주수정평균발행주식수＜당기＞,"24,803,369","24,803,369","24,803,369","24,803,369","24,803,369",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"5,443","6,050","5,731","5,166","9,925",,92, 
  매출액＜당기＞,"1,350.1","1,500.6","1,421.4","1,281.4","2,461.7",, , 
  보통주수정평균발행주식수＜당기＞,"24,803,369","24,803,369","24,803,369","24,803,369","24,803,369",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,9.80,16.54,31.94,11.94,7.19,,-39.75, 
  보통주수정주가(기말)＜당기＞,"2,115","2,150","2,720","2,285","5,320","5,530", , 
  EPS＜당기＞,216,130,85,191,740,, , 
펼치기 PBR,1.30,1.30,1.66,1.33,2.25,,69.28, 
  보통주수정주가(기말)＜당기＞,"2,115","2,150","2,720","2,285","5,320","5,530", , 
  BPS＜당기＞,"1,629","1,649","1,634","1,719","2,364",, , 
펼치기 PCR,-21.19,5.40,11.98,18.92,15.96,,-15.61, 
  보통주수정주가(기말)＜당기＞,"2,115","2,150","2,720","2,285","5,320","5,530", , 
  CPS＜당기＞,-100,398,227,121,333,, , 
펼치기 PSR,0.39,0.36,0.47,0.44,0.54,,21.19, 
  보통주수정주가(기말)＜당기＞,"2,115","2,150","2,720","2,285","5,320","5,530", , 
  SPS＜당기＞,"5,443","6,050","5,731","5,166","9,925",, , 
펼치기 EV/EBITDA,9.95,10.42,12.83,8.66,5.45,,-37.15, 
  EV＜당기＞,824.8,745.0,881.7,773.1,"1,482.6",, , 
  EBITDA＜당기＞,82.9,71.5,68.7,89.2,272.3,, , 
펼치기 DPS,100,100,100,120,150,,25, 
  현금DPS,100,100,100,120,150,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,4.73,4.65,3.68,5.25,2.82,,-2.43, 
  현금배당성향(%),46.34,76.94,117.42,62.68,20.27,,-42.41, 
