항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,656,689,951,"1,023",972,,-5, 
  당기순이익(지배)＜당기＞,37.0,38.8,53.8,67.2,72.9,, , 
  보통주수정평균발행주식수＜당기＞,"5,636,073","5,636,073","5,652,882","6,565,260","7,502,644","7,502,644", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,196","2,831","4,011","7,513","8,512",,13, 
  자본총계(지배)＜당기＞,123.8,159.6,245.0,556.3,630.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,636,073","5,636,073","6,108,000","7,404,044","7,409,308","7,409,308", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,777,756,"1,149","1,320","1,026",,-22, 
  영업활동현금흐름＜당기＞,43.8,42.6,64.9,86.7,77.0,, , 
  보통주수정평균발행주식수＜당기＞,"5,636,073","5,636,073","5,652,882","6,565,260","7,502,644","7,502,644", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,475","1,777","2,211","2,235","2,331",,4, 
  매출액＜당기＞,83.1,100.2,125.0,146.8,174.9,, , 
  보통주수정평균발행주식수＜당기＞,"5,636,073","5,636,073","5,652,882","6,565,260","7,502,644","7,502,644", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,22.28,18.88,,-15.27, 
  보통주수정주가(기말)＜당기＞,,,,"22,800","18,350","17,400", , 
  EPS＜당기＞,656,689,951,"1,023",972,, , 
펼치기 PBR,0.00,0.00,0.00,3.03,2.16,,-28.96, 
  보통주수정주가(기말)＜당기＞,,,,"22,800","18,350","17,400", , 
  BPS＜당기＞,"2,196","2,831","4,011","7,513","8,512",, , 
펼치기 PCR,,,,17.27,17.89,,3.56, 
  보통주수정주가(기말)＜당기＞,,,,"22,800","18,350","17,400", , 
  CPS＜당기＞,777,756,"1,149","1,320","1,026",, , 
펼치기 PSR,,,,10.20,7.87,,-22.81, 
  보통주수정주가(기말)＜당기＞,,,,"22,800","18,350","17,400", , 
  SPS＜당기＞,"1,475","1,777","2,211","2,235","2,331",, , 
펼치기 EV/EBITDA,,,,15.15,12.49,,-17.55, 
  EV＜당기＞,,,,"1,221.7",964.7,, , 
  EBITDA＜당기＞,46.3,49.8,63.2,80.6,77.2,, , 
펼치기 DPS,0,0,0,0,150,, , 
  현금DPS,0,0,0,0,150,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,,0.00,0.82,,0.82, 
  현금배당성향(%),0.00,0.00,0.00,0.00,12.24,,12.24, 
