항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,"-2,631","-1,031",567,,155, 
  당기순이익(지배)＜당기＞,,,-40.4,-22.2,35.5,, , 
  보통주수정평균발행주식수＜당기＞,"1,305,041","1,386,577","1,535,884","2,157,375","6,265,768","6,879,180", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,,,"-8,266","2,305","6,408",,178, 
  자본총계(지배)＜당기＞,,,-127.0,123.2,440.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"1,377,000","1,535,884","1,535,884","5,343,330","6,879,180","6,879,180", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,,"-1,363","1,714",157,,-91, 
  영업활동현금흐름＜당기＞,,,-20.9,37.0,9.9,, , 
  보통주수정평균발행주식수＜당기＞,"1,305,041","1,386,577","1,535,884","2,157,375","6,265,768","6,879,180", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,,,739,"6,146","2,113",,-66, 
  매출액＜당기＞,,,11.3,132.6,132.4,, , 
  보통주수정평균발행주식수＜당기＞,"1,305,041","1,386,577","1,535,884","2,157,375","6,265,768","6,879,180", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,20.20,, , 
  보통주수정주가(기말)＜당기＞,,,,,"11,450","10,250", , 
  EPS＜당기＞,,,"-2,631","-1,031",567,, , 
펼치기 PBR,,,0.00,0.00,1.79,, , 
  보통주수정주가(기말)＜당기＞,,,,,"11,450","10,250", , 
  BPS＜당기＞,,,"-8,266","2,305","6,408",, , 
펼치기 PCR,,,,,72.78,, , 
  보통주수정주가(기말)＜당기＞,,,,,"11,450","10,250", , 
  CPS＜당기＞,,,"-1,363","1,714",157,, , 
펼치기 PSR,,,,,5.42,, , 
  보통주수정주가(기말)＜당기＞,,,,,"11,450","10,250", , 
  SPS＜당기＞,,,739,"6,146","2,113",, , 
펼치기 EV/EBITDA,,,,,17.58,, , 
  EV＜당기＞,,,,,452.6,, , 
  EBITDA＜당기＞,,,-23.6,35.6,25.7,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),,,0.00,0.00,,, , 
