항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,200,864,179,-8,324,,"4,211", 
  당기순이익(지배)＜당기＞,28.6,148.1,40.4,-1.8,73.2,, , 
  보통주수정평균발행주식수＜당기＞,"14,327,078","17,155,034","22,584,709","22,584,709","22,584,709","22,584,709", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,359","6,383","6,917","6,769","7,111",,5, 
  자본총계(지배)＜당기＞,986.2,"1,382.4","1,498.3","1,466.1","1,540.2",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,401,590","21,659,221","21,659,221","21,659,221","21,659,221",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,646,355,843,882,699,,-21, 
  영업활동현금흐름＜당기＞,92.6,60.8,190.3,199.3,157.8,, , 
  보통주수정평균발행주식수＜당기＞,"14,327,078","17,155,034","22,584,709","22,584,709","22,584,709","22,584,709", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"14,447","17,937","20,823","18,309","21,026",,15, 
  매출액＜당기＞,"2,069.9","3,077.2","4,702.7","4,135.1","4,748.8",, , 
  보통주수정평균발행주식수＜당기＞,"14,327,078","17,155,034","22,584,709","22,584,709","22,584,709","22,584,709", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,16.27,3.27,14.74,N/A,16.34,,104.39, 
  보통주수정주가(기말)＜당기＞,"3,250","2,820","2,635","2,935","5,300","4,630", , 
  EPS＜당기＞,200,864,179,-8,324,, , 
펼치기 PBR,0.44,0.44,0.38,0.43,0.75,,71.88, 
  보통주수정주가(기말)＜당기＞,"3,250","2,820","2,635","2,935","5,300","4,630", , 
  BPS＜당기＞,"7,359","6,383","6,917","6,769","7,111",, , 
펼치기 PCR,5.03,7.95,3.13,3.33,7.58,,128.02, 
  보통주수정주가(기말)＜당기＞,"3,250","2,820","2,635","2,935","5,300","4,630", , 
  CPS＜당기＞,646,355,843,882,699,, , 
펼치기 PSR,0.22,0.16,0.13,0.16,0.25,,57.24, 
  보통주수정주가(기말)＜당기＞,"3,250","2,820","2,635","2,935","5,300","4,630", , 
  SPS＜당기＞,"14,447","17,937","20,823","18,309","21,026",, , 
펼치기 EV/EBITDA,10.66,12.27,7.35,9.61,5.58,,-41.91, 
  EV＜당기＞,"1,011.0","2,517.0","2,538.5","2,546.9","3,135.8",, , 
  EBITDA＜당기＞,94.9,205.1,345.6,265.0,561.7,, , 
펼치기 DPS,50,70,70,70,70,,0, 
  현금DPS,50,70,70,70,70,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,1.54,2.48,2.66,2.39,1.32,,-1.06, 
  현금배당성향(%),23.40,10.23,37.54,-850.63,20.69,,871.32, 
