항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-301,"1,713",926,"1,071","11,326","8,302",957,-27
  당기순이익(지배)＜당기＞,-68.5,393.5,212.8,246.1,"2,404.6","2,030.0", , 
  보통주수정평균발행주식수＜당기＞,"22,725,523","22,974,122","22,974,122","22,974,122","21,231,023","24,450,875", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,381","7,873","11,980","14,353","47,207","55,621",229,18
  자본총계(지배)＜당기＞,"1,465.9","1,808.8","2,752.2","3,266.1","11,440.8","13,480.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"22,974,130","22,974,130","22,974,130","22,755,432","24,235,364","24,235,369", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,041",535,-653,"6,926","-6,624","13,177",-196,299
  영업활동현금흐름＜당기＞,236.5,122.9,-150.0,"1,591.2","-1,406.3","6,830.0", , 
  보통주수정평균발행주식수＜당기＞,"22,725,523","22,974,122","22,974,122","22,974,122","21,231,023","24,450,875", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"14,478","29,137","30,568","37,033","70,845","151,279",91,114
  매출액＜당기＞,"3,290.1","6,694.1","7,022.7","8,508.1","15,041.1","36,989.0", , 
  보통주수정평균발행주식수＜당기＞,"22,725,523","22,974,122","22,974,122","22,974,122","21,231,023","24,450,875", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,19.19,24.13,47.07,10.37,9.79,-77.96,-5.61
  보통주수정주가(기말)＜당기＞,"39,233","32,860","22,355","50,432","117,500","81,300", , 
  EPS＜당기＞,-301,"1,713",926,"1,071","11,326","8,302", , 
펼치기 PBR,6.15,4.17,1.87,3.51,2.49,1.46,-29.16,-41.28
  보통주수정주가(기말)＜당기＞,"39,233","32,860","22,355","50,432","117,500","81,300", , 
  BPS＜당기＞,"6,381","7,873","11,980","14,353","47,207","55,621", , 
펼치기 PCR,37.69,61.43,-34.24,7.28,-17.74,6.17,-343.62,134.78
  보통주수정주가(기말)＜당기＞,"39,233","32,860","22,355","50,432","117,500","81,300", , 
  CPS＜당기＞,"1,041",535,-653,"6,926","-6,624","13,177", , 
펼치기 PSR,2.71,1.13,0.73,1.36,1.66,0.54,21.79,-67.60
  보통주수정주가(기말)＜당기＞,"39,233","32,860","22,355","50,432","117,500","81,300", , 
  SPS＜당기＞,"14,478","29,137","30,568","37,033","70,845","151,279", , 
펼치기 EV/EBITDA,23.27,10.71,9.35,12.29,20.76,6.37,68.95,-69.30
  EV＜당기＞,"10,421.1","9,972.5","8,327.4","14,067.7","30,941.4","25,108.6", , 
  EBITDA＜당기＞,447.9,931.0,890.7,"1,144.8","1,490.4","3,939.0", , 
펼치기 DPS,0,0,288,298,431,,45, 
  현금DPS,0,0,288,288,422,, , 
  주식DPS,0,0,0,10,10,, , 
  현금배당수익률,0.00,0.00,1.29,0.57,0.36,0.53,-0.21,0.17
  현금배당성향(%),0.00,0.00,31.14,26.66,4.25,5.18,-22.41,0.93
