항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,,167,-59,,-135, 
  당기순이익(지배)＜당기＞,,,,50.5,-17.7,, , 
  보통주수정평균발행주식수＜당기＞,"30,181,200","30,181,200","30,181,200","30,181,200","30,181,200","30,181,200", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,,,,255,602,,136, 
  자본총계(지배)＜당기＞,,,,76.8,181.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"30,181,200","30,181,200","30,181,200","30,181,200","30,181,191","30,181,191", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,,,,193,-14,,-107, 
  영업활동현금흐름＜당기＞,,,,58.2,-4.2,, , 
  보통주수정평균발행주식수＜당기＞,"30,181,200","30,181,200","30,181,200","30,181,200","30,181,200","30,181,200", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,,,0,824,854,,4, 
  매출액＜당기＞,,,,248.7,257.8,, , 
  보통주수정평균발행주식수＜당기＞,"30,181,200","30,181,200","30,181,200","30,181,200","30,181,200","30,181,200", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"4,065","2,615", , 
  EPS＜당기＞,,,,167,-59,, , 
펼치기 PBR,,,,,6.75,, , 
  보통주수정주가(기말)＜당기＞,,,,,"4,065","2,615", , 
  BPS＜당기＞,,,,255,602,, , 
펼치기 PCR,,,,,-295.51,, , 
  보통주수정주가(기말)＜당기＞,,,,,"4,065","2,615", , 
  CPS＜당기＞,,,,193,-14,, , 
펼치기 PSR,,,,,4.76,, , 
  보통주수정주가(기말)＜당기＞,,,,,"4,065","2,615", , 
  SPS＜당기＞,,,0,824,854,, , 
펼치기 EV/EBITDA,,,,,44.66,, , 
  EV＜당기＞,,,,,"1,154.3",, , 
  EBITDA＜당기＞,,,0.0,35.9,25.8,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,0.00,0.00,0.00,,, , 
  현금배당성향(%),,,,0.00,,, , 
