항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-1,186",586,67,113,-293,,-360, 
  당기순이익(지배)＜당기＞,-256.9,141.8,16.4,28.6,-74.5,, , 
  보통주수정평균발행주식수＜당기＞,"21,672,771","24,176,133","24,535,225","25,429,284","25,429,284","25,429,284", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,469","2,730","2,898","3,021","2,583",,-15, 
  자본총계(지배)＜당기＞,597.0,660.0,737.0,768.2,637.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"24,176,133","24,176,133","25,429,284","25,429,284","24,679,171","24,679,171", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-326,62,-191,-125,66,,153, 
  영업활동현금흐름＜당기＞,-70.6,15.0,-46.9,-31.8,16.9,, , 
  보통주수정평균발행주식수＜당기＞,"21,672,771","24,176,133","24,535,225","25,429,284","25,429,284","25,429,284", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,419","2,379","1,227","2,050","1,448",,-29, 
  매출액＜당기＞,524.3,575.3,301.0,521.2,368.3,, , 
  보통주수정평균발행주식수＜당기＞,"21,672,771","24,176,133","24,535,225","25,429,284","25,429,284","25,429,284", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,6.09,75.69,41.26,N/A,,-171.14, 
  보통주수정주가(기말)＜당기＞,"7,880","3,570","5,050","4,645","8,600","5,720", , 
  EPS＜당기＞,"-1,186",586,67,113,-293,, , 
펼치기 PBR,3.19,1.31,1.74,1.54,3.33,,116.57, 
  보통주수정주가(기말)＜당기＞,"7,880","3,570","5,050","4,645","8,600","5,720", , 
  BPS＜당기＞,"2,469","2,730","2,898","3,021","2,583",, , 
펼치기 PCR,-24.20,57.48,-26.40,-37.18,129.48,,448.25, 
  보통주수정주가(기말)＜당기＞,"7,880","3,570","5,050","4,645","8,600","5,720", , 
  CPS＜당기＞,-326,62,-191,-125,66,, , 
펼치기 PSR,3.26,1.50,4.12,2.27,5.94,,162.00, 
  보통주수정주가(기말)＜당기＞,"7,880","3,570","5,050","4,645","8,600","5,720", , 
  SPS＜당기＞,"2,419","2,379","1,227","2,050","1,448",, , 
펼치기 EV/EBITDA,42.57,7.53,345.18,26.66,-34.81,,-230.56, 
  EV＜당기＞,"1,738.5",606.7,998.3,922.7,"1,957.0",, , 
  EBITDA＜당기＞,40.8,80.6,2.9,34.6,-56.2,, , 
펼치기 DPS,0,0,,,,, , 
  현금DPS,0,0,,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,0.00,0.00,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
