항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,597,344,255,701,500,,-29, 
  당기순이익(지배)＜당기＞,37.7,21.7,16.1,44.2,31.5,, , 
  보통주수정평균발행주식수＜당기＞,"6,314,290","6,314,290","6,314,290","6,314,290","6,314,290","6,314,290", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"6,265","6,626","6,915","7,639","8,158",,7, 
  자본총계(지배)＜당기＞,395.6,418.4,436.6,482.4,515.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,314,290","6,314,290","6,314,290","6,314,290","6,314,290",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,892,662,540,"1,640",-55,,-103, 
  영업활동현금흐름＜당기＞,56.3,41.8,34.1,103.6,-3.5,, , 
  보통주수정평균발행주식수＜당기＞,"6,314,290","6,314,290","6,314,290","6,314,290","6,314,290","6,314,290", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,297","5,344","5,553","6,897","7,969",,16, 
  매출액＜당기＞,334.4,337.5,350.6,435.5,503.2,, , 
  보통주수정평균발행주식수＜당기＞,"6,314,290","6,314,290","6,314,290","6,314,290","6,314,290","6,314,290", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,10.45,11.86,21.45,21.41,41.83,,95.43, 
  보통주수정주가(기말)＜당기＞,"6,240","4,080","5,480","15,000","20,900","19,400", , 
  EPS＜당기＞,597,344,255,701,500,, , 
펼치기 PBR,1.00,0.62,0.79,1.96,2.56,,30.47, 
  보통주수정주가(기말)＜당기＞,"6,240","4,080","5,480","15,000","20,900","19,400", , 
  BPS＜당기＞,"6,265","6,626","6,915","7,639","8,158",, , 
펼치기 PCR,7.00,6.16,10.15,9.14,-382.35,,"-4,281.62", 
  보통주수정주가(기말)＜당기＞,"6,240","4,080","5,480","15,000","20,900","19,400", , 
  CPS＜당기＞,892,662,540,"1,640",-55,, , 
펼치기 PSR,1.18,0.76,0.99,2.17,2.62,,20.60, 
  보통주수정주가(기말)＜당기＞,"6,240","4,080","5,480","15,000","20,900","19,400", , 
  SPS＜당기＞,"5,297","5,344","5,553","6,897","7,969",, , 
펼치기 EV/EBITDA,4.31,3.55,7.34,10.74,20.30,,88.99, 
  EV＜당기＞,298.1,173.5,335.0,995.4,"1,412.4",, , 
  EBITDA＜당기＞,69.2,48.9,45.7,92.7,69.6,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
