항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,672,403,451,15,143,,833, 
  당기순이익(지배)＜당기＞,68.0,45.3,54.2,2.1,23.8,, , 
  보통주수정평균발행주식수＜당기＞,"10,117,117","11,231,876","12,009,614","13,709,109","16,643,818","17,651,290", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,139","3,952","4,424","4,521","4,788",,6, 
  자본총계(지배)＜당기＞,317.1,474.4,531.1,734.1,842.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,100,008","12,003,981","12,003,981","16,238,150","17,605,537","17,656,919", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,250,240,336,293,131,,-55, 
  영업활동현금흐름＜당기＞,25.3,26.9,40.3,40.2,21.8,, , 
  보통주수정평균발행주식수＜당기＞,"10,117,117","11,231,876","12,009,614","13,709,109","16,643,818","17,651,290", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"12,119","10,405","10,704","10,736","12,489",,16, 
  매출액＜당기＞,"1,226.0","1,168.7","1,285.5","1,471.8","2,078.6",, , 
  보통주수정평균발행주식수＜당기＞,"10,117,117","11,231,876","12,009,614","13,709,109","16,643,818","17,651,290", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,8.45,9.33,384.45,38.91,,-89.88, 
  보통주수정주가(기말)＜당기＞,,"3,410","4,210","5,890","5,560","4,715", , 
  EPS＜당기＞,672,403,451,15,143,, , 
펼치기 PBR,0.00,0.86,0.95,1.30,1.16,,-10.86, 
  보통주수정주가(기말)＜당기＞,,"3,410","4,210","5,890","5,560","4,715", , 
  BPS＜당기＞,"3,139","3,952","4,424","4,521","4,788",, , 
펼치기 PCR,0.00,14.23,12.54,20.07,42.45,,111.54, 
  보통주수정주가(기말)＜당기＞,,"3,410","4,210","5,890","5,560","4,715", , 
  CPS＜당기＞,250,240,336,293,131,, , 
펼치기 PSR,0.00,0.33,0.39,0.55,0.45,,-18.85, 
  보통주수정주가(기말)＜당기＞,,"3,410","4,210","5,890","5,560","4,715", , 
  SPS＜당기＞,"12,119","10,405","10,704","10,736","12,489",, , 
펼치기 EV/EBITDA,,4.99,9.00,9.84,10.75,,9.22, 
  EV＜당기＞,,201.9,662.6,916.2,937.9,, , 
  EBITDA＜당기＞,85.5,40.5,73.6,93.1,87.3,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
