항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-653,-175,-266,-378,-265,,30, 
  당기순이익(지배)＜당기＞,-127.6,-36.2,-60.7,-141.3,-149.1,, , 
  보통주수정평균발행주식수＜당기＞,"19,520,570","20,728,978","22,791,280","37,330,677","56,172,826","74,708,112", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,992,872,953,978,699,,-28, 
  자본총계(지배)＜당기＞,204.2,183.7,227.0,510.0,403.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,578,894","21,063,154","23,824,124","52,165,973","57,683,559","80,265,492", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-422,-252,-192,-119,-219,,-84, 
  영업활동현금흐름＜당기＞,-82.4,-52.3,-43.8,-44.6,-123.3,, , 
  보통주수정평균발행주식수＜당기＞,"19,520,570","20,728,978","22,791,280","37,330,677","56,172,826","74,708,112", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,268,497,674,417,453,,9, 
  매출액＜당기＞,52.3,103.1,153.7,155.8,254.4,, , 
  보통주수정평균발행주식수＜당기＞,"19,520,570","20,728,978","22,791,280","37,330,677","56,172,826","74,708,112", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,-7.17, 
  보통주수정주가(기말)＜당기＞,"2,770","1,565","2,070","1,370","1,030","1,660", , 
  EPS＜당기＞,-653,-175,-266,-378,-265,, , 
펼치기 PBR,2.79,1.79,2.17,1.40,1.47,,5.10, 
  보통주수정주가(기말)＜당기＞,"2,770","1,565","2,070","1,370","1,030","1,660", , 
  BPS＜당기＞,992,872,953,978,699,, , 
펼치기 PCR,-6.57,-6.20,-10.77,-11.47,-4.69,,59.07, 
  보통주수정주가(기말)＜당기＞,"2,770","1,565","2,070","1,370","1,030","1,660", , 
  CPS＜당기＞,-422,-252,-192,-119,-219,, , 
펼치기 PSR,10.33,3.15,3.07,3.28,2.27,,-30.72, 
  보통주수정주가(기말)＜당기＞,"2,770","1,565","2,070","1,370","1,030","1,660", , 
  SPS＜당기＞,268,497,674,417,453,, , 
펼치기 EV/EBITDA,-7.91,-13.53,-7.89,-11.51,-8.09,,29.64, 
  EV＜당기＞,661.9,439.6,547.4,619.9,621.7,, , 
  EBITDA＜당기＞,-83.7,-32.5,-69.4,-53.9,-76.8,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
