항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-304,173,-266,72,236,,225, 
  당기순이익(지배)＜당기＞,-36.4,20.7,-31.7,8.7,28.2,, , 
  보통주수정평균발행주식수＜당기＞,"11,952,500","11,952,500","11,952,500","11,952,500","11,952,500",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"3,605","3,300","2,755","2,922","3,458",,18, 
  자본총계(지배)＜당기＞,430.8,394.4,329.3,336.2,397.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,952,046","11,952,046","11,952,046","11,505,454","11,505,454","11,505,454", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-245,353,-169,377,896,,138, 
  영업활동현금흐름＜당기＞,-29.3,42.1,-20.2,45.0,107.1,, , 
  보통주수정평균발행주식수＜당기＞,"11,952,500","11,952,500","11,952,500","11,952,500","11,952,500",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"2,528","3,891","2,978","3,709","4,548",,23, 
  매출액＜당기＞,302.1,465.0,355.9,443.3,543.6,, , 
  보통주수정평균발행주식수＜당기＞,"11,952,500","11,952,500","11,952,500","11,952,500","11,952,500",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,17.16,N/A,51.80,23.95,,-53.76, 
  보통주수정주가(기말)＜당기＞,"6,030","2,965","3,045","3,755","5,650","4,915", , 
  EPS＜당기＞,-304,173,-266,72,236,, , 
펼치기 PBR,1.67,0.90,1.11,1.29,1.63,,27.16, 
  보통주수정주가(기말)＜당기＞,"6,030","2,965","3,045","3,755","5,650","4,915", , 
  BPS＜당기＞,"3,605","3,300","2,755","2,922","3,458",, , 
펼치기 PCR,-24.58,8.41,-18.02,9.97,6.31,,-36.74, 
  보통주수정주가(기말)＜당기＞,"6,030","2,965","3,045","3,755","5,650","4,915", , 
  CPS＜당기＞,-245,353,-169,377,896,, , 
펼치기 PSR,2.39,0.76,1.02,1.01,1.24,,22.68, 
  보통주수정주가(기말)＜당기＞,"6,030","2,965","3,045","3,755","5,650","4,915", , 
  SPS＜당기＞,"2,528","3,891","2,978","3,709","4,548",, , 
펼치기 EV/EBITDA,-19.46,6.46,-17.69,7.36,8.96,,21.81, 
  EV＜당기＞,546.9,174.6,253.3,320.5,470.0,, , 
  EBITDA＜당기＞,-28.1,27.0,-14.3,43.6,52.4,, , 
펼치기 DPS,100,100,100,100,120,,20, 
  현금DPS,100,100,100,100,120,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.66,3.37,3.28,2.66,2.12,,-0.54, 
  현금배당성향(%),-21.62,57.87,-24.77,132.80,48.97,,-83.83, 
