항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,050","1,353","1,581","1,344","2,187",,63, 
  당기순이익(지배)＜당기＞,95.0,122.4,143.0,121.6,197.8,, , 
  보통주수정평균발행주식수＜당기＞,"9,048,000","9,048,000","9,048,000","9,048,000","9,048,000","9,048,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"13,414","14,788","16,498","18,031","20,212",,12, 
  자본총계(지배)＜당기＞,"1,193.4","1,284.2","1,404.7","1,493.8","1,815.9",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"8,896,657","8,683,987","8,514,796","8,284,370","8,984,370","8,984,370", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,290","1,404","1,729","1,301",362,,-72, 
  영업활동현금흐름＜당기＞,116.7,127.0,156.4,117.8,32.7,, , 
  보통주수정평균발행주식수＜당기＞,"9,048,000","9,048,000","9,048,000","9,048,000","9,048,000","9,048,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"7,565","7,598","7,364","6,865","8,601",,25, 
  매출액＜당기＞,684.5,687.5,666.3,621.1,778.2,, , 
  보통주수정평균발행주식수＜당기＞,"9,048,000","9,048,000","9,048,000","9,048,000","9,048,000","9,048,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,9.29,5.62,5.41,6.63,5.08,,-23.45, 
  보통주수정주가(기말)＜당기＞,"9,750","7,600","8,550","8,910","11,100","10,600", , 
  EPS＜당기＞,"1,050","1,353","1,581","1,344","2,187",, , 
펼치기 PBR,0.73,0.51,0.52,0.49,0.55,,11.14, 
  보통주수정주가(기말)＜당기＞,"9,750","7,600","8,550","8,910","11,100","10,600", , 
  BPS＜당기＞,"13,414","14,788","16,498","18,031","20,212",, , 
펼치기 PCR,7.56,5.41,4.95,6.85,30.68,,348.08, 
  보통주수정주가(기말)＜당기＞,"9,750","7,600","8,550","8,910","11,100","10,600", , 
  CPS＜당기＞,"1,290","1,404","1,729","1,301",362,, , 
펼치기 PSR,1.29,1.00,1.16,1.30,1.29,,-0.56, 
  보통주수정주가(기말)＜당기＞,"9,750","7,600","8,550","8,910","11,100","10,600", , 
  SPS＜당기＞,"7,565","7,598","7,364","6,865","8,601",, , 
펼치기 EV/EBITDA,2.09,0.03,0.17,1.41,3.01,,113.41, 
  EV＜당기＞,361.1,4.8,28.9,240.3,578.6,, , 
  EBITDA＜당기＞,172.7,152.6,166.7,170.5,192.3,, , 
펼치기 DPS,130,140,200,200,200,,0, 
  현금DPS,130,140,200,200,200,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.33,1.84,2.34,2.24,1.80,,-0.44, 
  현금배당성향(%),12.17,9.94,11.94,13.63,9.08,,-4.55, 
