항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"-5,072","-2,350","-3,938",-556,-43,,92, 
  당기순이익(지배)＜당기＞,-200.4,-135.1,-274.9,-66.7,-6.6,, , 
  보통주수정평균발행주식수＜당기＞,"3,950,848","5,749,989","6,980,981","11,998,429","15,393,496","18,078,428", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"8,631","9,205","4,994","4,531","3,692",,-19, 
  자본총계(지배)＜당기＞,471.9,541.1,515.3,592.6,667.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"5,467,783","5,878,732","10,318,429","13,078,429","18,075,081","18,075,081", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"-4,852",-146,678,508,54,,-89, 
  영업활동현금흐름＜당기＞,-191.7,-8.4,47.3,60.9,8.3,, , 
  보통주수정평균발행주식수＜당기＞,"3,950,848","5,749,989","6,980,981","11,998,429","15,393,496","18,078,428", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"24,474","12,294","5,889","1,672","1,701",,2, 
  매출액＜당기＞,966.9,706.9,411.1,200.6,261.8,, , 
  보통주수정평균발행주식수＜당기＞,"3,950,848","5,749,989","6,980,981","11,998,429","15,393,496","18,078,428", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,"-1,205.00", 
  보통주수정주가(기말)＜당기＞,"8,400","9,920","3,190","1,620","1,620","1,620", , 
  EPS＜당기＞,"-5,072","-2,350","-3,938",-556,-43,, , 
펼치기 PBR,0.97,1.08,0.64,0.36,0.44,,22.73, 
  보통주수정주가(기말)＜당기＞,"8,400","9,920","3,190","1,620","1,620","1,620", , 
  BPS＜당기＞,"8,631","9,205","4,994","4,531","3,692",, , 
펼치기 PCR,-1.73,-68.12,4.71,3.19,30.05,,841.76, 
  보통주수정주가(기말)＜당기＞,"8,400","9,920","3,190","1,620","1,620","1,620", , 
  CPS＜당기＞,"-4,852",-146,678,508,54,, , 
펼치기 PSR,0.34,0.81,0.54,0.97,0.95,,-1.69, 
  보통주수정주가(기말)＜당기＞,"8,400","9,920","3,190","1,620","1,620","1,620", , 
  SPS＜당기＞,"24,474","12,294","5,889","1,672","1,701",, , 
펼치기 EV/EBITDA,-8.00,-10.38,16.66,31.50,14.71,,-53.29, 
  EV＜당기＞,"1,041.3","1,411.5","1,068.3",692.2,589.1,, , 
  EBITDA＜당기＞,-130.2,-136.0,64.1,22.0,40.0,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
