항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-677,-571,-735,-868,"-1,913",,-120, 
  당기순이익(지배)＜당기＞,-26.2,-26.0,-41.4,-48.9,-108.7,, , 
  보통주수정평균발행주식수＜당기＞,"3,870,754","4,553,634","5,633,864","5,633,864","5,683,285","5,918,586", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,076","3,912","3,181","3,255","3,944",,21, 
  자본총계(지배)＜당기＞,47.3,220.4,179.2,183.4,230.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"4,397,864","5,633,864","5,633,864","5,633,864","5,834,060","5,861,386", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-563,-608,-598,-793,-920,,-16, 
  영업활동현금흐름＜당기＞,-21.8,-27.7,-33.7,-44.7,-52.3,, , 
  보통주수정평균발행주식수＜당기＞,"3,870,754","4,553,634","5,633,864","5,633,864","5,683,285","5,918,586", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,53,269,142,73,61,,-17, 
  매출액＜당기＞,2.1,12.3,8.0,4.1,3.5,, , 
  보통주수정평균발행주식수＜당기＞,"3,870,754","4,553,634","5,633,864","5,633,864","5,683,285","5,918,586", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,,N/A,N/A,N/A,N/A,,34.98, 
  보통주수정주가(기말)＜당기＞,,"11,000","12,550","42,700","61,200","59,600", , 
  EPS＜당기＞,-677,-571,-735,-868,"-1,913",, , 
펼치기 PBR,0.00,2.81,3.95,13.12,15.52,,18.28, 
  보통주수정주가(기말)＜당기＞,,"11,000","12,550","42,700","61,200","59,600", , 
  BPS＜당기＞,"1,076","3,912","3,181","3,255","3,944",, , 
펼치기 PCR,,-18.08,-20.99,-53.87,-66.51,,-23.47, 
  보통주수정주가(기말)＜당기＞,,"11,000","12,550","42,700","61,200","59,600", , 
  CPS＜당기＞,-563,-608,-598,-793,-920,, , 
펼치기 PSR,,40.87,88.50,581.29,999.92,,72.02, 
  보통주수정주가(기말)＜당기＞,,"11,000","12,550","42,700","61,200","59,600", , 
  SPS＜당기＞,53,269,142,73,61,, , 
펼치기 EV/EBITDA,,-19.40,-16.72,-41.50,-29.34,,29.32, 
  EV＜당기＞,,422.5,587.2,"2,301.1","3,446.0",, , 
  EBITDA＜당기＞,-23.4,-21.8,-35.1,-55.4,-117.5,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
