항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,,-466,"-1,183",-980,,17, 
  당기순이익(지배)＜당기＞,,,-30.9,-91.5,-90.2,, , 
  보통주수정평균발행주식수＜당기＞,,"3,566,055","5,331,545","5,331,545","7,546,141","10,869,315", , 
  우선주수정평균발행주식수＜당기＞,,0,"1,314,745","2,402,688","1,657,421",0, , 
펼치기 BPS,,,-322,"-1,265","4,775",,477, 
  자본총계(지배)＜당기＞,,,-22.2,-112.2,519.1,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,0,"5,331,545","5,331,545","5,331,545","10,869,315","10,869,315", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,"1,559,485","3,537,770",0,0, , 
펼치기 CPS,,,-353,238,"-1,009",,-523, 
  영업활동현금흐름＜당기＞,,,-23.5,18.4,-92.9,, , 
  보통주수정평균발행주식수＜당기＞,,"3,566,055","5,331,545","5,331,545","7,546,141","10,869,315", , 
  우선주수정평균발행주식수＜당기＞,,0,"1,314,745","2,402,688","1,657,421",0, , 
펼치기 SPS,,,207,491,884,,80, 
  매출액＜당기＞,,,13.8,37.9,81.3,, , 
  보통주수정평균발행주식수＜당기＞,,"3,566,055","5,331,545","5,331,545","7,546,141","10,869,315", , 
  우선주수정평균발행주식수＜당기＞,,0,"1,314,745","2,402,688","1,657,421",0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"12,750","9,780", , 
  EPS＜당기＞,,,-466,"-1,183",-980,, , 
펼치기 PBR,,,0.00,0.00,2.67,, , 
  보통주수정주가(기말)＜당기＞,,,,,"12,750","9,780", , 
  BPS＜당기＞,,,-322,"-1,265","4,775",, , 
펼치기 PCR,,,,,-12.63,, , 
  보통주수정주가(기말)＜당기＞,,,,,"12,750","9,780", , 
  CPS＜당기＞,,,-353,238,"-1,009",, , 
펼치기 PSR,,,,,14.43,, , 
  보통주수정주가(기말)＜당기＞,,,,,"12,750","9,780", , 
  SPS＜당기＞,,,207,491,884,, , 
펼치기 EV/EBITDA,,,,,-14.51,, , 
  EV＜당기＞,,,,,940.7,, , 
  EBITDA＜당기＞,,,-9.7,-31.2,-64.8,, , 
펼치기 DPS,,0,0,0,,, , 
  현금DPS,,0,0,0,,, , 
  주식DPS,,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),,,,0.00,,, , 
