항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,184,237,432,709,954,,35, 
  당기순이익(지배)＜당기＞,36.7,47.5,86.4,141.7,190.9,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,411","3,502","3,795","4,333","5,073",,17, 
  자본총계(지배)＜당기＞,681.6,699.7,758.2,865.7,"1,013.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,980,600","19,980,600","19,980,600","19,980,606","19,980,606","19,980,606", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,356,300,848,886,469,,-47, 
  영업활동현금흐름＜당기＞,71.2,59.9,169.5,177.2,93.8,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,064","7,471","9,020","9,905","11,359",,15, 
  매출액＜당기＞,"1,212.9","1,494.1","1,804.1","1,981.1","2,271.8",, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,22.73,13.65,14.45,13.66,16.39,,20.00, 
  보통주수정주가(기말)＜당기＞,"4,174","3,241","6,243","9,680","15,643","18,100", , 
  EPS＜당기＞,184,237,432,709,954,, , 
펼치기 PBR,1.22,0.93,1.65,2.23,3.08,,38.00, 
  보통주수정주가(기말)＜당기＞,"4,174","3,241","6,243","9,680","15,643","18,100", , 
  BPS＜당기＞,"3,411","3,502","3,795","4,333","5,073",, , 
펼치기 PCR,11.72,10.82,7.36,10.92,33.36,,205.39, 
  보통주수정주가(기말)＜당기＞,"4,174","3,241","6,243","9,680","15,643","18,100", , 
  CPS＜당기＞,356,300,848,886,469,, , 
펼치기 PSR,0.69,0.43,0.69,0.98,1.38,,40.91, 
  보통주수정주가(기말)＜당기＞,"4,174","3,241","6,243","9,680","15,643","18,100", , 
  SPS＜당기＞,"6,064","7,471","9,020","9,905","11,359",, , 
펼치기 EV/EBITDA,10.35,7.28,8.06,8.51,11.13,,30.88, 
  EV＜당기＞,844.8,677.7,"1,198.8","1,823.0","3,057.3",, , 
  EBITDA＜당기＞,81.7,93.1,148.7,214.3,274.6,, , 
펼치기 DPS,147,140,175,210,210,,0, 
  현금DPS,147,140,175,210,210,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,3.52,4.32,2.80,2.17,1.34,,-0.83, 
  현금배당성향(%),79.98,58.87,40.44,29.59,21.98,,-7.62, 
