항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,"1,327","1,705","1,661","1,577","1,430",,-9, 
  당기순이익(지배)＜당기＞,161.7,207.8,204.6,195.6,177.3,, , 
  보통주수정평균발행주식수＜당기＞,"12,184,564","12,184,564","12,317,984","12,400,000","12,400,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"5,068","6,737","11,918","14,660","15,974",,9, 
  자본총계(지배)＜당기＞,617.5,820.9,"1,443.6","1,775.8","1,934.8",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"12,184,564","12,184,564","12,112,618","12,112,618","12,112,618",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,"1,728","1,502","2,038",79,"1,940",,"2,368", 
  영업활동현금흐름＜당기＞,210.6,183.0,251.0,9.7,240.6,, , 
  보통주수정평균발행주식수＜당기＞,"12,184,564","12,184,564","12,317,984","12,400,000","12,400,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"10,962","12,398","14,237","15,871","17,906",,13, 
  매출액＜당기＞,"1,335.6","1,510.7","1,753.7","1,968.0","2,220.3",, , 
  보통주수정평균발행주식수＜당기＞,"12,184,564","12,184,564","12,317,984","12,400,000","12,400,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,,,11.08,9.98,11.82,,18.36, 
  보통주수정주가(기말)＜당기＞,,,"18,400","15,750","16,900","18,300", , 
  EPS＜당기＞,"1,327","1,705","1,661","1,577","1,430",, , 
펼치기 PBR,0.00,0.00,1.54,1.07,1.06,,-1.52, 
  보통주수정주가(기말)＜당기＞,,,"18,400","15,750","16,900","18,300", , 
  BPS＜당기＞,"5,068","6,737","11,918","14,660","15,974",, , 
펼치기 PCR,,,9.03,200.39,8.71,,-95.65, 
  보통주수정주가(기말)＜당기＞,,,"18,400","15,750","16,900","18,300", , 
  CPS＜당기＞,"1,728","1,502","2,038",79,"1,940",, , 
펼치기 PSR,,,1.29,0.99,0.94,,-4.89, 
  보통주수정주가(기말)＜당기＞,,,"18,400","15,750","16,900","18,300", , 
  SPS＜당기＞,"10,962","12,398","14,237","15,871","17,906",, , 
펼치기 EV/EBITDA,,,4.68,3.34,4.09,,22.46, 
  EV＜당기＞,,,"1,445.2","1,130.4","1,413.4",, , 
  EBITDA＜당기＞,212.8,270.6,308.7,338.2,345.2,, , 
펼치기 DPS,0,0,330,430,350,,-19, 
  현금DPS,0,0,330,430,350,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,1.79,2.73,2.07,,-0.66, 
  현금배당성향(%),0.00,0.00,19.57,22.74,23.91,,1.17, 
