항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,9,28,-7,-5,-38,,-624, 
  당기순이익(지배)＜당기＞,6.2,20.1,-4.9,-3.7,-27.1,, , 
  보통주수정평균발행주식수＜당기＞,"72,000,000","72,000,000","72,000,000","72,000,000","72,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,398,417,385,379,336,,-11, 
  자본총계(지배)＜당기＞,286.3,300.5,277.5,272.9,241.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"72,000,000","72,000,000","72,000,000","72,000,000","72,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,124,38,43,23,-23,,-202, 
  영업활동현금흐름＜당기＞,89.2,27.3,31.2,16.5,-16.9,, , 
  보통주수정평균발행주식수＜당기＞,"72,000,000","72,000,000","72,000,000","72,000,000","72,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,918,817,718,695,786,,13, 
  매출액＜당기＞,661.3,587.9,517.1,500.2,566.0,, , 
  보통주수정평균발행주식수＜당기＞,"72,000,000","72,000,000","72,000,000","72,000,000","72,000,000",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,160.99,34.13,N/A,N/A,N/A,,87.67, 
  보통주수정주가(기말)＜당기＞,"1,385",954,992,"1,165","1,040","1,190", , 
  EPS＜당기＞,9,28,-7,-5,-38,, , 
펼치기 PBR,3.48,2.29,2.57,3.07,3.10,,0.81, 
  보통주수정주가(기말)＜당기＞,"1,385",954,992,"1,165","1,040","1,190", , 
  BPS＜당기＞,398,417,385,379,336,, , 
펼치기 PCR,11.18,25.16,22.88,50.72,-44.37,,-187.49, 
  보통주수정주가(기말)＜당기＞,"1,385",954,992,"1,165","1,040","1,190", , 
  CPS＜당기＞,124,38,43,23,-23,, , 
펼치기 PSR,1.51,1.17,1.38,1.68,1.32,,-21.10, 
  보통주수정주가(기말)＜당기＞,"1,385",954,992,"1,165","1,040","1,190", , 
  SPS＜당기＞,918,817,718,695,786,, , 
펼치기 EV/EBITDA,44.37,17.45,32.40,39.11,66.18,,69.22, 
  EV＜당기＞,"1,129.6",794.2,806.4,"1,106.1","1,227.4",, , 
  EBITDA＜당기＞,25.5,45.5,24.9,28.3,18.5,, , 
펼치기 DPS,,,,,,, , 
  현금DPS,,,,,,, , 
  주식DPS,,,,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
