항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-93,45,20,78,66,,-16, 
  당기순이익(지배)＜당기＞,-16.9,9.2,5.4,21.4,18.1,, , 
  보통주수정평균발행주식수＜당기＞,"18,101,639","20,286,067","27,275,020","27,275,020","27,275,020",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,062","1,290","1,303","1,408","1,467",,4, 
  자본총계(지배)＜당기＞,183.3,341.0,344.6,372.1,387.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"17,262,690","26,436,078","26,436,078","26,436,078","26,436,078",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,110,-25,141,239,266,,11, 
  영업활동현금흐름＜당기＞,19.9,-5.2,38.5,65.3,72.4,, , 
  보통주수정평균발행주식수＜당기＞,"18,101,639","20,286,067","27,275,020","27,275,020","27,275,020",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"1,930","2,380","1,811","1,676","2,060",,23, 
  매출액＜당기＞,349.4,482.9,494.0,457.1,561.9,, , 
  보통주수정평균발행주식수＜당기＞,"18,101,639","20,286,067","27,275,020","27,275,020","27,275,020",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,N/A,30.74,75.55,18.12,36.62,,102.14, 
  보통주수정주가(기말)＜당기＞,"2,148","1,390","1,500","1,420","2,425","2,975", , 
  EPS＜당기＞,-93,45,20,78,66,, , 
펼치기 PBR,2.02,1.08,1.15,1.01,1.65,,63.92, 
  보통주수정주가(기말)＜당기＞,"2,148","1,390","1,500","1,420","2,425","2,975", , 
  BPS＜당기＞,"1,062","1,290","1,303","1,408","1,467",, , 
펼치기 PCR,19.57,-54.64,10.62,5.93,9.13,,53.91, 
  보통주수정주가(기말)＜당기＞,"2,148","1,390","1,500","1,420","2,425","2,975", , 
  CPS＜당기＞,110,-25,141,239,266,, , 
펼치기 PSR,1.11,0.58,0.83,0.85,1.18,,38.95, 
  보통주수정주가(기말)＜당기＞,"2,148","1,390","1,500","1,420","2,425","2,975", , 
  SPS＜당기＞,"1,930","2,380","1,811","1,676","2,060",, , 
펼치기 EV/EBITDA,56.16,12.52,13.49,6.08,11.02,,81.19, 
  EV＜당기＞,425.9,282.5,271.1,164.4,369.8,, , 
  EBITDA＜당기＞,7.6,22.6,20.1,27.0,33.6,, , 
펼치기 DPS,0,,,,,, , 
  현금DPS,0,,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.00,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
