항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-263,-906,-589,"-1,343","-1,165",,13, 
  당기순이익(지배)＜당기＞,-34.9,-128.1,-83.9,-199.8,-200.9,, , 
  보통주수정평균발행주식수＜당기＞,"13,297,407","14,136,553","14,232,378","14,877,551","17,240,864","19,396,669", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"7,648","7,869","7,405","6,434","4,908",,-24, 
  자본총계(지배)＜당기＞,"1,008.7","1,052.2",990.2,954.8,909.9,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"13,187,918","13,372,099","13,372,099","14,839,461","18,536,394","18,536,394", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-748,277,-622,348,541,,55, 
  영업활동현금흐름＜당기＞,-99.5,39.1,-88.5,51.8,93.2,, , 
  보통주수정평균발행주식수＜당기＞,"13,297,407","14,136,553","14,232,378","14,877,551","17,240,864","19,396,669", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"16,929","11,711","15,241","17,126","14,528",,-15, 
  매출액＜당기＞,"2,251.1","1,655.5","2,169.2","2,548.0","2,504.7",, , 
  보통주수정평균발행주식수＜당기＞,"13,297,407","14,136,553","14,232,378","14,877,551","17,240,864","19,396,669", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,30.89, 
  보통주수정주가(기말)＜당기＞,"6,991","5,585","3,623","7,472","4,480","3,615", , 
  EPS＜당기＞,-263,-906,-589,"-1,343","-1,165",, , 
펼치기 PBR,0.91,0.71,0.49,1.16,0.91,,-21.41, 
  보통주수정주가(기말)＜당기＞,"6,991","5,585","3,623","7,472","4,480","3,615", , 
  BPS＜당기＞,"7,648","7,869","7,405","6,434","4,908",, , 
펼치기 PCR,-9.34,20.18,-5.83,21.48,8.28,,-61.43, 
  보통주수정주가(기말)＜당기＞,"6,991","5,585","3,623","7,472","4,480","3,615", , 
  CPS＜당기＞,-748,277,-622,348,541,, , 
펼치기 PSR,0.41,0.48,0.24,0.44,0.31,,-29.32, 
  보통주수정주가(기말)＜당기＞,"6,991","5,585","3,623","7,472","4,480","3,615", , 
  SPS＜당기＞,"16,929","11,711","15,241","17,126","14,528",, , 
펼치기 EV/EBITDA,11.72,18.57,13.09,214.06,-13.64,,-106.37, 
  EV＜당기＞,"1,855.3","1,244.3","1,126.8","1,375.7",899.8,, , 
  EBITDA＜당기＞,158.3,67.0,86.1,6.4,-66.0,, , 
펼치기 DPS,47,47,47,47,,, , 
  현금DPS,47,47,47,47,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.67,0.84,1.30,0.63,,, , 
  현금배당성향(%),-17.64,-4.88,-7.46,-2.94,,, , 
