항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-612,380,281,-189,574,,403, 
  당기순이익(지배)＜당기＞,-162.3,100.6,74.4,-50.2,152.2,, , 
  보통주수정평균발행주식수＜당기＞,"26,500,000","26,500,000","26,500,000","26,500,000","26,500,000","26,500,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"16,205","16,392","16,548","16,293","16,860",,3, 
  자본총계(지배)＜당기＞,"4,191.7","4,240.3","4,280.6","4,214.6","4,361.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"25,867,242","25,867,242","25,867,242","25,867,242","25,867,242",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,647,211,"-1,148","1,816","1,557",,-14, 
  영업활동현금흐름＜당기＞,171.3,55.9,-304.1,481.3,412.6,, , 
  보통주수정평균발행주식수＜당기＞,"26,500,000","26,500,000","26,500,000","26,500,000","26,500,000","26,500,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"6,949","5,987","7,161","7,110","6,987",,-2, 
  매출액＜당기＞,"1,841.5","1,586.5","1,897.5","1,884.0","1,851.5",, , 
  보통주수정평균발행주식수＜당기＞,"26,500,000","26,500,000","26,500,000","26,500,000","26,500,000","26,500,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,30.83,36.35,N/A,18.89,,146.70, 
  보통주수정주가(기말)＜당기＞,"12,050","11,700","10,200","7,660","10,850","12,050", , 
  EPS＜당기＞,-612,380,281,-189,574,, , 
펼치기 PBR,0.74,0.71,0.62,0.47,0.64,,36.88, 
  보통주수정주가(기말)＜당기＞,"12,050","11,700","10,200","7,660","10,850","12,050", , 
  BPS＜당기＞,"16,205","16,392","16,548","16,293","16,860",, , 
펼치기 PCR,18.64,55.45,-8.89,4.22,6.97,,65.23, 
  보통주수정주가(기말)＜당기＞,"12,050","11,700","10,200","7,660","10,850","12,050", , 
  CPS＜당기＞,647,211,"-1,148","1,816","1,557",, , 
펼치기 PSR,1.73,1.95,1.42,1.08,1.55,,44.14, 
  보통주수정주가(기말)＜당기＞,"12,050","11,700","10,200","7,660","10,850","12,050", , 
  SPS＜당기＞,"6,949","5,987","7,161","7,110","6,987",, , 
펼치기 EV/EBITDA,25.18,26.29,28.16,45.72,10.65,,-76.71, 
  EV＜당기＞,"2,439.2","2,404.8","2,367.2","1,509.4","2,408.0",, , 
  EBITDA＜당기＞,96.9,91.5,84.1,33.0,226.1,, , 
펼치기 DPS,50,75,100,50,100,,100, 
  현금DPS,50,75,100,50,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.41,0.64,0.98,0.65,0.92,,0.27, 
  현금배당성향(%),-7.97,19.29,34.79,-25.78,17.00,,42.77, 
