항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-391,-562,-316,-367,-580,,-58, 
  당기순이익(지배)＜당기＞,-25.7,-41.5,-27.3,-36.4,-57.4,, , 
  보통주수정평균발행주식수＜당기＞,"6,568,635","7,372,339","8,630,098","9,902,979","9,902,979","9,941,054", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,738","1,404","2,767","3,215","2,761",,-14, 
  자본총계(지배)＜당기＞,123.6,105.8,274.0,318.4,273.4,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,111,599","7,534,581","9,902,979","9,902,979","9,902,979","9,957,479", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,86,-313,-101,-51,83,,263, 
  영업활동현금흐름＜당기＞,5.6,-23.1,-8.7,-5.0,8.2,, , 
  보통주수정평균발행주식수＜당기＞,"6,568,635","7,372,339","8,630,098","9,902,979","9,902,979","9,941,054", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,959,706,"1,076",642,"1,376",,114, 
  매출액＜당기＞,63.0,52.1,92.9,63.6,136.3,, , 
  보통주수정평균발행주식수＜당기＞,"6,568,635","7,372,339","8,630,098","9,902,979","9,902,979","9,941,054", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,N/A,,57.33, 
  보통주수정주가(기말)＜당기＞,"9,009","9,445","11,100","43,300","29,150","20,100", , 
  EPS＜당기＞,-391,-562,-316,-367,-580,, , 
펼치기 PBR,5.18,6.73,4.01,13.47,10.56,,-21.61, 
  보통주수정주가(기말)＜당기＞,"9,009","9,445","11,100","43,300","29,150","20,100", , 
  BPS＜당기＞,"1,738","1,404","2,767","3,215","2,761",, , 
펼치기 PCR,105.07,-30.18,-110.41,-854.77,352.91,,141.29, 
  보통주수정주가(기말)＜당기＞,"9,009","9,445","11,100","43,300","29,150","20,100", , 
  CPS＜당기＞,86,-313,-101,-51,83,, , 
펼치기 PSR,9.39,13.37,10.31,67.45,21.19,,-68.59, 
  보통주수정주가(기말)＜당기＞,"9,009","9,445","11,100","43,300","29,150","20,100", , 
  SPS＜당기＞,959,706,"1,076",642,"1,376",, , 
펼치기 EV/EBITDA,219.03,-42.10,126.03,-434.28,619.46,,242.64, 
  EV＜당기＞,658.2,760.6,"1,035.8","4,158.4","2,852.6",, , 
  EBITDA＜당기＞,3.0,-18.1,8.2,-9.6,4.6,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
