항목,"2017/12
(IFRS별도)",2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,230,276,331,492,618,458,26,-26
  당기순이익(지배)＜당기＞,37.5,52.1,72.5,108.1,138.1,104.0, , 
  보통주수정평균발행주식수＜당기＞,"15,985,602","18,882,396","21,910,860","21,991,707","22,346,244","22,684,891", , 
  우선주수정평균발행주식수＜당기＞,"321,233",0,0,0,0,0, , 
펼치기 BPS,939,"2,417","2,635","2,642","3,748","3,482",42,-7
  자본총계(지배)＜당기＞,168.1,524.6,581.8,578.1,850.2,790.0, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"17,913,000","21,702,996","22,077,996","21,877,008","22,684,891","22,684,891", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,234,204,294,337,488,661,45,35
  영업활동현금흐름＜당기＞,38.2,38.5,64.3,74.2,109.1,40.0, , 
  보통주수정평균발행주식수＜당기＞,"15,985,602","18,882,396","21,910,860","21,991,707","22,346,244","22,684,891", , 
  우선주수정평균발행주식수＜당기＞,"321,233",0,0,0,0,0, , 
펼치기 SPS,"1,098","1,125","1,330","1,499","2,044","2,711",36,33
  매출액＜당기＞,179.0,212.4,291.5,329.7,456.8,615.0, , 
  보통주수정평균발행주식수＜당기＞,"15,985,602","18,882,396","21,910,860","21,991,707","22,346,244","22,684,891", , 
  우선주수정평균발행주식수＜당기＞,"321,233",0,0,0,0,0, , 
펼치기 PER,,23.75,25.79,70.17,59.20,93.14,-15.62,57.32
  보통주수정주가(기말)＜당기＞,,"6,550","8,533","34,500","36,600","42,700", , 
  EPS＜당기＞,230,276,331,492,618,458, , 
펼치기 PBR,0.00,2.71,3.24,13.06,9.77,12.26,-25.21,25.56
  보통주수정주가(기말)＜당기＞,,"6,550","8,533","34,500","36,600","42,700", , 
  BPS＜당기＞,939,"2,417","2,635","2,642","3,748","3,482", , 
펼치기 PCR,,32.16,29.07,102.27,74.99,64.58,-26.67,-13.89
  보통주수정주가(기말)＜당기＞,,"6,550","8,533","34,500","36,600","42,700", , 
  CPS＜당기＞,234,204,294,337,488,661, , 
펼치기 PSR,,5.82,6.41,23.01,17.91,15.75,-22.18,-12.04
  보통주수정주가(기말)＜당기＞,,"6,550","8,533","34,500","36,600","42,700", , 
  SPS＜당기＞,"1,098","1,125","1,330","1,499","2,044","2,711", , 
펼치기 EV/EBITDA,,17.88,15.94,83.32,50.86,52.44,-38.95,3.10
  EV＜당기＞,,"1,065.7","1,612.8","7,424.5","8,174.8","9,596.4", , 
  EBITDA＜당기＞,51.7,59.6,101.2,89.1,160.7,183.0, , 
펼치기 DPS,0,0,33,50,50,,0, 
  현금DPS,0,0,33,50,50,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,0.00,0.39,0.14,0.14,0.12,-0.01,-0.02
  현금배당성향(%),0.00,0.00,10.15,10.12,8.21,10.91,-1.91,2.70
