항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,199,"1,361",-390,"-2,992","5,667","2,562",289,-55
  당기순이익(지배)＜당기＞,43.3,306.0,-91.0,-701.6,"1,335.4",609.0, , 
  보통주수정평균발행주식수＜당기＞,"21,755,663","22,485,752","23,314,555","23,449,512","23,566,459","23,774,480", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"15,966","18,450","18,970","18,686","26,333","27,844",41,6
  자본총계(지배)＜당기＞,"3,442.6","4,242.5","4,441.7","4,318.0","6,162.3","6,575.9", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"21,562,678","22,994,166","23,414,016","23,107,816","23,401,216","23,617,216", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"3,561","5,337","3,944","1,936","5,201","4,518",169,-13
  영업활동현금흐름＜당기＞,774.7,"1,200.0",919.5,454.0,"1,225.6","1,338.1", , 
  보통주수정평균발행주식수＜당기＞,"21,755,663","22,485,752","23,314,555","23,449,512","23,566,459","23,774,480", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"16,795","27,227","28,215","24,729","29,770","36,028",20,21
  매출액＜당기＞,"3,653.9","6,122.3","6,578.3","5,798.8","7,015.6","8,565.4", , 
  보통주수정평균발행주식수＜당기＞,"21,755,663","22,485,752","23,314,555","23,449,512","23,566,459","23,774,480", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,174.42,38.44,N/A,N/A,13.09,23.58,231.68,80.07
  보통주수정주가(기말)＜당기＞,"34,700","52,300","38,450","29,750","74,200","60,400", , 
  EPS＜당기＞,199,"1,361",-390,"-2,992","5,667","2,562", , 
펼치기 PBR,2.17,2.83,2.03,1.59,2.82,2.17,76.98,-23.01
  보통주수정주가(기말)＜당기＞,"34,700","52,300","38,450","29,750","74,200","60,400", , 
  BPS＜당기＞,"15,966","18,450","18,970","18,686","26,333","27,844", , 
펼치기 PCR,9.74,9.80,9.75,15.37,14.27,13.37,-7.15,-6.31
  보통주수정주가(기말)＜당기＞,"34,700","52,300","38,450","29,750","74,200","60,400", , 
  CPS＜당기＞,"3,561","5,337","3,944","1,936","5,201","4,518", , 
펼치기 PSR,2.07,1.92,1.36,1.20,2.49,1.68,107.18,-32.74
  보통주수정주가(기말)＜당기＞,"34,700","52,300","38,450","29,750","74,200","60,400", , 
  SPS＜당기＞,"16,795","27,227","28,215","24,729","29,770","36,028", , 
펼치기 EV/EBITDA,18.65,11.12,5.94,4.70,10.37,7.32,120.80,-29.44
  EV＜당기＞,"6,144.9","9,757.8","6,187.5","3,674.9","13,641.5","9,853.1", , 
  EBITDA＜당기＞,329.5,877.5,"1,041.4",782.3,"1,315.1","1,346.3", , 
펼치기 DPS,0,0,0,0,200,, , 
  현금DPS,0,0,0,0,200,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.27,0.28,0.27,0.01
  현금배당성향(%),0.00,0.00,0.00,0.00,3.50,6.61,3.50,3.10
