항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,83,24,14,15,-236,,"-1,654", 
  당기순이익(지배)＜당기＞,16.4,4.7,2.7,3.0,-46.8,, , 
  보통주수정평균발행주식수＜당기＞,"19,805,760","19,805,760","19,805,760","19,805,760","19,805,760",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"2,146","2,164","2,157","2,157","2,308",,7, 
  자본총계(지배)＜당기＞,425.1,428.6,427.2,427.1,457.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,803,766","19,803,766","19,803,766","19,803,766","19,803,766",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,789,-184,-426,331,8,,-98, 
  영업활동현금흐름＜당기＞,156.3,-36.5,-84.4,65.6,1.5,, , 
  보통주수정평균발행주식수＜당기＞,"19,805,760","19,805,760","19,805,760","19,805,760","19,805,760",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"10,642","9,416","6,988","7,737","9,842",,27, 
  매출액＜당기＞,"2,107.8","1,864.9","1,384.0","1,532.3","1,949.4",, , 
  보통주수정평균발행주식수＜당기＞,"19,805,760","19,805,760","19,805,760","19,805,760","19,805,760",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,54.54,281.05,340.35,350.64,N/A,,-107.15, 
  보통주수정주가(기말)＜당기＞,"4,510","6,730","4,610","5,330","5,920","6,800", , 
  EPS＜당기＞,83,24,14,15,-236,, , 
펼치기 PBR,2.10,3.11,2.14,2.47,2.57,,3.80, 
  보통주수정주가(기말)＜당기＞,"4,510","6,730","4,610","5,330","5,920","6,800", , 
  BPS＜당기＞,"2,146","2,164","2,157","2,157","2,308",, , 
펼치기 PCR,5.71,-36.52,-10.82,16.10,757.82,,"4,608.02", 
  보통주수정주가(기말)＜당기＞,"4,510","6,730","4,610","5,330","5,920","6,800", , 
  CPS＜당기＞,789,-184,-426,331,8,, , 
펼치기 PSR,0.42,0.71,0.66,0.69,0.60,,-12.69, 
  보통주수정주가(기말)＜당기＞,"4,510","6,730","4,610","5,330","5,920","6,800", , 
  SPS＜당기＞,"10,642","9,416","6,988","7,737","9,842",, , 
펼치기 EV/EBITDA,31.34,426.64,83.45,50.54,-24.61,,-148.70, 
  EV＜당기＞,595.7,"1,081.1",761.5,829.9,960.6,, , 
  EBITDA＜당기＞,19.0,2.5,9.1,16.4,-39.0,, , 
펼치기 DPS,40,20,10,10,,, , 
  현금DPS,40,20,10,10,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.89,0.30,0.22,0.19,,, , 
  현금배당성향(%),48.37,83.51,73.82,65.78,,, , 
