항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,400,461,417,492,"1,617",,229, 
  당기순이익(지배)＜당기＞,62.8,72.3,65.5,77.3,254.0,, , 
  보통주수정평균발행주식수＜당기＞,"15,702,890","15,702,890","15,702,890","15,702,890","15,702,890",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"9,084","9,381","9,657","9,999","11,401",,14, 
  자본총계(지배)＜당기＞,"1,402.9","1,448.7","1,491.4","1,544.2","1,760.7",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,442,890","15,442,890","15,442,890","15,442,890","15,442,890",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-334,492,465,610,-380,,-162, 
  영업활동현금흐름＜당기＞,-52.4,77.2,73.0,95.8,-59.6,, , 
  보통주수정평균발행주식수＜당기＞,"15,702,890","15,702,890","15,702,890","15,702,890","15,702,890",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,"10,776","14,518","15,131","14,323","20,515",,43, 
  매출액＜당기＞,"1,692.1","2,279.8","2,376.0","2,249.2","3,221.5",, , 
  보통주수정평균발행주식수＜당기＞,"15,702,890","15,702,890","15,702,890","15,702,890","15,702,890",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,10.56,10.01,9.50,8.44,3.51,,-58.44, 
  보통주수정주가(기말)＜당기＞,"4,225","4,610","3,960","4,150","5,670","6,660", , 
  EPS＜당기＞,400,461,417,492,"1,617",, , 
펼치기 PBR,0.47,0.49,0.41,0.42,0.50,,19.83, 
  보통주수정주가(기말)＜당기＞,"4,225","4,610","3,960","4,150","5,670","6,660", , 
  BPS＜당기＞,"9,084","9,381","9,657","9,999","11,401",, , 
펼치기 PCR,-12.66,9.38,8.51,6.80,-14.93,,-319.60, 
  보통주수정주가(기말)＜당기＞,"4,225","4,610","3,960","4,150","5,670","6,660", , 
  CPS＜당기＞,-334,492,465,610,-380,, , 
펼치기 PSR,0.39,0.32,0.26,0.29,0.28,,-4.61, 
  보통주수정주가(기말)＜당기＞,"4,225","4,610","3,960","4,150","5,670","6,660", , 
  SPS＜당기＞,"10,776","14,518","15,131","14,323","20,515",, , 
펼치기 EV/EBITDA,1.70,1.71,0.47,0.17,1.04,,523.28, 
  EV＜당기＞,200.8,197.7,48.6,18.0,364.3,, , 
  EBITDA＜당기＞,118.5,115.7,103.8,108.3,351.3,, , 
펼치기 DPS,150,150,150,150,300,,100, 
  현금DPS,150,150,150,150,300,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,3.55,3.25,3.79,3.61,5.29,,1.68, 
  현금배당성향(%),36.89,32.03,35.38,29.98,18.24,,-11.74, 
