항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,2,-93,-70,-200,-229,,-15, 
  당기순이익(지배)＜당기＞,0.8,-35.8,-27.3,-81.3,-93.3,, , 
  보통주수정평균발행주식수＜당기＞,"37,964,756","38,391,781","38,903,119","40,693,679","40,693,679","40,693,679", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,787,648,"1,171",840,553,,-34, 
  자본총계(지배)＜당기＞,302.1,244.2,467.8,335.5,220.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"38,390,499","37,653,499","39,955,397","39,955,397","39,955,397",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-13,-20,8,-85,-92,,-8, 
  영업활동현금흐름＜당기＞,-4.8,-7.6,3.2,-34.5,-37.3,, , 
  보통주수정평균발행주식수＜당기＞,"37,964,756","38,391,781","38,903,119","40,693,679","40,693,679","40,693,679", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,162","1,111","1,048",715,759,,6, 
  매출액＜당기＞,441.2,426.7,407.5,290.8,308.7,, , 
  보통주수정평균발행주식수＜당기＞,"37,964,756","38,391,781","38,903,119","40,693,679","40,693,679","40,693,679", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,"1,518.05",N/A,N/A,N/A,N/A,,53.81, 
  보통주수정주가(기말)＜당기＞,"3,315","3,070","3,385","2,500","1,325",999, , 
  EPS＜당기＞,2,-93,-70,-200,-229,, , 
펼치기 PBR,4.21,4.73,2.89,2.98,2.40,,-19.46, 
  보통주수정주가(기말)＜당기＞,"3,315","3,070","3,385","2,500","1,325",999, , 
  BPS＜당기＞,787,648,"1,171",840,553,, , 
펼치기 PCR,-259.90,-154.21,417.15,-29.45,-14.45,,50.93, 
  보통주수정주가(기말)＜당기＞,"3,315","3,070","3,385","2,500","1,325",999, , 
  CPS＜당기＞,-13,-20,8,-85,-92,, , 
펼치기 PSR,2.85,2.76,3.23,3.50,1.75,,-50.07, 
  보통주수정주가(기말)＜당기＞,"3,315","3,070","3,385","2,500","1,325",999, , 
  SPS＜당기＞,"1,162","1,111","1,048",715,759,, , 
펼치기 EV/EBITDA,111.56,439.39,-303.49,-18.58,-103.74,,-458.44, 
  EV＜당기＞,"1,332.8","1,235.7","1,406.9","1,082.5",637.1,, , 
  EBITDA＜당기＞,11.9,2.8,-4.6,-58.3,-6.1,, , 
펼치기 DPS,0,0,,,,, , 
  현금DPS,0,0,,,,, , 
  주식DPS,0,0,,,,, , 
  현금배당수익률,0.00,0.00,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
