항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,33,89,104,102,168,,66, 
  당기순이익(지배)＜당기＞,62.0,168.3,210.3,320.6,531.4,, , 
  보통주수정평균발행주식수＜당기＞,"188,294,577","188,294,577","202,939,849","315,609,576","315,609,576",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 BPS,"1,088","1,384",907,983,"1,294",,32, 
  자본총계(지배)＜당기＞,"2,009.3","2,556.9","2,831.0","3,067.2","4,042.3",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"184,716,639","184,716,639","312,031,575","312,031,575","312,416,575","312,416,575", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,-485,"-1,869","-1,227",-922,"-1,666",,-81, 
  영업활동현금흐름＜당기＞,-913.2,"-3,520.1","-2,490.6","-2,911.1","-5,257.7",, , 
  보통주수정평균발행주식수＜당기＞,"188,294,577","188,294,577","202,939,849","315,609,576","315,609,576",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 SPS,491,747,872,638,760,,19, 
  매출액＜당기＞,924.4,"1,406.8","1,770.5","2,012.6","2,399.7",, , 
  보통주수정평균발행주식수＜당기＞,"188,294,577","188,294,577","202,939,849","315,609,576","315,609,576",, , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,, , 
펼치기 PER,16.71,6.06,5.26,5.70,5.01,,-12.06, 
  보통주수정주가(기말)＜당기＞,550,541,545,579,844,852, , 
  EPS＜당기＞,33,89,104,102,168,, , 
펼치기 PBR,0.51,0.39,0.60,0.59,0.65,,10.74, 
  보통주수정주가(기말)＜당기＞,550,541,545,579,844,852, , 
  BPS＜당기＞,"1,088","1,384",907,983,"1,294",, , 
펼치기 PCR,-1.13,-0.29,-0.44,-0.63,-0.51,,19.29, 
  보통주수정주가(기말)＜당기＞,550,541,545,579,844,852, , 
  CPS＜당기＞,-485,"-1,869","-1,227",-922,"-1,666",, , 
펼치기 PSR,1.12,0.72,0.62,0.91,1.11,,22.25, 
  보통주수정주가(기말)＜당기＞,550,541,545,579,844,852, , 
  SPS＜당기＞,491,747,872,638,760,, , 
펼치기 EV/EBITDA,122.07,67.47,59.54,46.03,33.98,,-26.18, 
  EV＜당기＞,"12,144.9","15,060.9","18,105.8","21,275.1","26,998.0",, , 
  EBITDA＜당기＞,99.5,223.2,304.1,462.2,794.6,, , 
펼치기 DPS,12,18,25,25,35,,40, 
  현금DPS,12,18,25,25,35,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.11,3.30,4.59,4.32,4.15,,-0.17, 
  현금배당성향(%),34.51,3.65,31.05,19.58,20.58,,0.99, 
