항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,269,91,-9,8,78,,826, 
  당기순이익(지배)＜당기＞,29.8,10.1,-1.0,0.9,8.7,, , 
  보통주수정평균발행주식수＜당기＞,"11,090,000","11,090,000","11,090,000","11,090,000","11,090,000","11,090,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,056","4,067","4,269","4,244","4,285",,1, 
  자본총계(지배)＜당기＞,410.9,412.0,473.4,470.7,475.2,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"10,130,000","10,130,000","11,090,000","11,090,000","11,090,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,184,-40,85,137,173,,27, 
  영업활동현금흐름＜당기＞,20.5,-4.5,9.4,15.2,19.2,, , 
  보통주수정평균발행주식수＜당기＞,"11,090,000","11,090,000","11,090,000","11,090,000","11,090,000","11,090,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"3,003","2,638","2,580","2,271","2,537",,12, 
  매출액＜당기＞,333.1,292.6,286.1,251.9,281.4,, , 
  보통주수정평균발행주식수＜당기＞,"11,090,000","11,090,000","11,090,000","11,090,000","11,090,000","11,090,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,11.10,48.64,N/A,464.97,47.85,,-89.71, 
  보통주수정주가(기말)＜당기＞,"2,980","4,440","5,920","3,930","3,745","3,675", , 
  EPS＜당기＞,269,91,-9,8,78,, , 
펼치기 PBR,0.73,1.09,1.39,0.93,0.87,,-5.61, 
  보통주수정주가(기말)＜당기＞,"2,980","4,440","5,920","3,930","3,745","3,675", , 
  BPS＜당기＞,"4,056","4,067","4,269","4,244","4,285",, , 
펼치기 PCR,16.15,-109.76,69.94,28.75,21.61,,-24.83, 
  보통주수정주가(기말)＜당기＞,"2,980","4,440","5,920","3,930","3,745","3,675", , 
  CPS＜당기＞,184,-40,85,137,173,, , 
펼치기 PSR,0.99,1.68,2.29,1.73,1.48,,-14.69, 
  보통주수정주가(기말)＜당기＞,"2,980","4,440","5,920","3,930","3,745","3,675", , 
  SPS＜당기＞,"3,003","2,638","2,580","2,271","2,537",, , 
펼치기 EV/EBITDA,7.05,27.76,137.79,76.29,21.87,,-71.33, 
  EV＜당기＞,317.6,497.5,637.2,377.9,344.6,, , 
  EBITDA＜당기＞,45.1,17.9,4.6,5.0,15.8,, , 
펼치기 DPS,75,50,50,30,50,,67, 
  현금DPS,75,50,50,30,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,2.52,1.13,0.84,0.76,1.34,,0.57, 
  현금배당성향(%),25.51,50.03,-536.32,354.94,63.88,,-291.06, 
