항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,457,-90,-305,367,"-1,422",,-487, 
  당기순이익(지배)＜당기＞,86.8,-23.8,-92.7,124.6,-520.1,, , 
  보통주수정평균발행주식수＜당기＞,"19,000,000","26,526,027","30,400,000","33,928,689","36,568,493","37,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,75,856,623,"1,744",761,,-56, 
  자본총계(지배)＜당기＞,14.3,260.3,189.5,601.7,281.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,000,014","30,400,000","30,400,000","34,500,000","37,000,000","37,000,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,250,89,-361,617,42,,-93, 
  영업활동현금흐름＜당기＞,47.5,23.6,-109.7,209.4,15.2,, , 
  보통주수정평균발행주식수＜당기＞,"19,000,000","26,526,027","30,400,000","33,928,689","36,568,493","37,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,123","1,185","1,633","2,362",914,,-61, 
  매출액＜당기＞,403.3,314.4,496.5,801.5,334.2,, , 
  보통주수정평균발행주식수＜당기＞,"19,000,000","26,526,027","30,400,000","33,928,689","36,568,493","37,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,30.23,N/A,,-112.91, 
  보통주수정주가(기말)＜당기＞,,,,"11,100","5,550","4,320", , 
  EPS＜당기＞,457,-90,-305,367,"-1,422",, , 
펼치기 PBR,0.00,0.00,0.00,6.36,7.29,,14.60, 
  보통주수정주가(기말)＜당기＞,,,,"11,100","5,550","4,320", , 
  BPS＜당기＞,75,856,623,"1,744",761,, , 
펼치기 PCR,,,,17.99,133.58,,642.66, 
  보통주수정주가(기말)＜당기＞,,,,"11,100","5,550","4,320", , 
  CPS＜당기＞,250,89,-361,617,42,, , 
펼치기 PSR,,,,4.70,6.07,,29.25, 
  보통주수정주가(기말)＜당기＞,,,,"11,100","5,550","4,320", , 
  SPS＜당기＞,"2,123","1,185","1,633","2,362",914,, , 
펼치기 EV/EBITDA,,,,17.78,-34.80,,-295.66, 
  EV＜당기＞,,,,"4,011.9","2,045.0",, , 
  EBITDA＜당기＞,75.0,6.0,-59.4,225.6,-58.8,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
