항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-636,-514,53,-101,196,,294, 
  당기순이익(지배)＜당기＞,-41.5,-36.1,5.4,-11.4,27.9,, , 
  보통주수정평균발행주식수＜당기＞,"6,524,776","7,027,223","10,032,507","11,285,416","14,229,494","18,248,289", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,623,"1,067","1,961","1,956","2,584",,32, 
  자본총계(지배)＜당기＞,40.7,84.8,211.7,246.4,471.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"6,532,676","7,945,470","10,798,536","12,600,336","18,248,289","18,248,289", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-562,-317,164,-48,61,,226, 
  영업활동현금흐름＜당기＞,-36.7,-22.3,16.5,-5.4,8.6,, , 
  보통주수정평균발행주식수＜당기＞,"6,524,776","7,027,223","10,032,507","11,285,416","14,229,494","18,248,289", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"2,810","1,583","1,310",786,799,,2, 
  매출액＜당기＞,183.3,111.3,131.4,88.7,113.7,, , 
  보통주수정평균발행주식수＜당기＞,"6,524,776","7,027,223","10,032,507","11,285,416","14,229,494","18,248,289", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,67.76,N/A,23.18,,168.93, 
  보통주수정주가(기말)＜당기＞,"4,815","4,285","3,620","3,405","4,550","4,150", , 
  EPS＜당기＞,-636,-514,53,-101,196,, , 
펼치기 PBR,7.73,4.01,1.85,1.74,1.76,,1.12, 
  보통주수정주가(기말)＜당기＞,"4,815","4,285","3,620","3,405","4,550","4,150", , 
  BPS＜당기＞,623,"1,067","1,961","1,956","2,584",, , 
펼치기 PCR,-8.56,-13.52,22.06,-70.67,75.06,,206.21, 
  보통주수정주가(기말)＜당기＞,"4,815","4,285","3,620","3,405","4,550","4,150", , 
  CPS＜당기＞,-562,-317,164,-48,61,, , 
펼치기 PSR,1.71,2.71,2.76,4.33,5.70,,31.50, 
  보통주수정주가(기말)＜당기＞,"4,815","4,285","3,620","3,405","4,550","4,150", , 
  SPS＜당기＞,"2,810","1,583","1,310",786,799,, , 
펼치기 EV/EBITDA,-11.93,-10.88,26.51,106.05,57.60,,-45.69, 
  EV＜당기＞,295.1,245.4,318.7,310.0,532.4,, , 
  EBITDA＜당기＞,-24.7,-22.6,12.0,2.9,9.2,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
