항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-358,-451,-29,-219,151,,169, 
  당기순이익(지배)＜당기＞,-90.3,-122.6,-8.2,-62.6,43.9,, , 
  보통주수정평균발행주식수＜당기＞,"25,213,307","27,212,998","28,515,965","28,515,965","29,157,326","34,169,370", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,864","3,879","3,938","3,675","3,852",,5, 
  자본총계(지배)＜당기＞,"1,226.3","1,106.2","1,097.2","1,023.7","1,290.6",, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"25,213,315","28,515,975","27,864,574","27,854,074","33,507,469","33,186,738", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"2,168","1,516","1,041","3,344",-59,,-102, 
  영업활동현금흐름＜당기＞,546.6,412.6,297.0,953.6,-17.2,, , 
  보통주수정평균발행주식수＜당기＞,"25,213,307","27,212,998","28,515,965","28,515,965","29,157,326","34,169,370", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"41,350","39,844","42,653","45,302","52,048",,15, 
  매출액＜당기＞,"10,425.6","10,842.8","12,162.9","12,918.4","15,175.7",, , 
  보통주수정평균발행주식수＜당기＞,"25,213,307","27,212,998","28,515,965","28,515,965","29,157,326","34,169,370", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,N/A,N/A,19.39,,328.56, 
  보통주수정주가(기말)＜당기＞,"1,775","1,191","1,384","1,862","2,920","3,340", , 
  EPS＜당기＞,-358,-451,-29,-219,151,, , 
펼치기 PBR,0.36,0.31,0.35,0.51,0.76,,49.63, 
  보통주수정주가(기말)＜당기＞,"1,775","1,191","1,384","1,862","2,920","3,340", , 
  BPS＜당기＞,"4,864","3,879","3,938","3,675","3,852",, , 
펼치기 PCR,0.82,0.79,1.33,0.56,-49.55,,"-8,999.13", 
  보통주수정주가(기말)＜당기＞,"1,775","1,191","1,384","1,862","2,920","3,340", , 
  CPS＜당기＞,"2,168","1,516","1,041","3,344",-59,, , 
펼치기 PSR,0.04,0.03,0.03,0.04,0.06,,36.46, 
  보통주수정주가(기말)＜당기＞,"1,775","1,191","1,384","1,862","2,920","3,340", , 
  SPS＜당기＞,"41,350","39,844","42,653","45,302","52,048",, , 
펼치기 EV/EBITDA,5.84,5.48,3.86,3.95,4.37,,10.54, 
  EV＜당기＞,"2,455.0","2,429.1","2,519.7","2,200.6","3,002.4",, , 
  EBITDA＜당기＞,420.7,443.6,652.2,557.0,687.5,, , 
펼치기 DPS,0,0,27,27,50,,85, 
  현금DPS,0,0,27,27,50,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,0.00,0.00,1.95,1.45,1.71,,0.26, 
  현금배당성향(%),0.00,0.00,-91.07,-11.99,38.16,,50.15, 
