항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,12,491,630,438,"3,259","3,450",643,6
  당기순이익(지배)＜당기＞,1.8,73.6,95.9,78.5,636.8,674.0, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,217,808","17,902,603","19,536,792","19,536,792", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"1,035","1,428","2,441","3,144","6,465","10,042",106,55
  자본총계(지배)＜당기＞,155.3,214.3,412.5,590.6,"1,214.7","1,896.0", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"15,000,000","15,000,000","16,900,000","18,786,792","18,786,792","18,879,792", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,169,931,609,291,-360,"4,468",-224,"1,342"
  영업활동현금흐름＜당기＞,25.3,139.7,92.7,52.1,-70.3,863.0, , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,217,808","17,902,603","19,536,792","19,536,792", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"16,984","16,263","18,799","19,064","48,063","48,140",152,0
  매출액＜당기＞,"2,547.6","2,439.5","2,860.7","3,412.9","9,390.0","9,405.0", , 
  보통주수정평균발행주식수＜당기＞,"15,000,000","15,000,000","15,217,808","17,902,603","19,536,792","19,536,792", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,8.11,11.79,2.70,3.83,-77.13,41.87
  보통주수정주가(기말)＜당기＞,,,"5,110","5,170","8,790","13,200", , 
  EPS＜당기＞,12,491,630,438,"3,259","3,450", , 
펼치기 PBR,0.00,0.00,2.09,1.64,1.36,1.31,-17.33,-3.32
  보통주수정주가(기말)＜당기＞,,,"5,110","5,170","8,790","13,200", , 
  BPS＜당기＞,"1,035","1,428","2,441","3,144","6,465","10,042", , 
펼치기 PCR,,,8.39,17.76,-24.42,2.95,-237.53,112.09
  보통주수정주가(기말)＜당기＞,,,"5,110","5,170","8,790","13,200", , 
  CPS＜당기＞,169,931,609,291,-360,"4,468", , 
펼치기 PSR,,,0.27,0.27,0.18,0.27,-32.57,49.93
  보통주수정주가(기말)＜당기＞,,,"5,110","5,170","8,790","13,200", , 
  SPS＜당기＞,"16,984","16,263","18,799","19,064","48,063","48,140", , 
펼치기 EV/EBITDA,,,4.91,5.95,2.50,2.22,-57.96,-11.25
  EV＜당기＞,,,784.4,992.5,"2,087.5","2,181.9", , 
  EBITDA＜당기＞,74.9,124.9,159.6,166.8,834.7,983.0, , 
펼치기 DPS,0,0,50,50,100,,100, 
  현금DPS,0,0,50,50,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,0.98,0.97,1.14,0.76,0.17,-0.38
  현금배당성향(%),833.02,20.11,8.81,11.97,2.95,2.90,-9.02,-0.05
