항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,24,-160,61,119,-1,,-101, 
  당기순이익(지배)＜당기＞,3.9,-28.9,11.1,21.4,-0.1,, , 
  보통주수정평균발행주식수＜당기＞,"16,701,561","18,058,582","18,058,582","18,058,582","18,058,582","18,733,952", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,256,132,193,312,957,,207, 
  자본총계(지배)＜당기＞,42.7,23.8,34.8,56.3,172.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"16,701,562","18,058,582","18,058,582","18,058,582","18,058,579","19,048,579", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,1,-133,82,-43,-203,,-370, 
  영업활동현금흐름＜당기＞,0.2,-24.0,14.9,-7.8,-36.7,, , 
  보통주수정평균발행주식수＜당기＞,"16,701,561","18,058,582","18,058,582","18,058,582","18,058,582","18,733,952", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,084","1,168","1,595","1,818","2,666",,47, 
  매출액＜당기＞,181.0,210.9,288.1,328.3,481.5,, , 
  보통주수정평균발행주식수＜당기＞,"16,701,561","18,058,582","18,058,582","18,058,582","18,058,582","18,733,952", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,,,,,N/A,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,880","2,780", , 
  EPS＜당기＞,24,-160,61,119,-1,, , 
펼치기 PBR,,,,,3.01,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,880","2,780", , 
  BPS＜당기＞,256,132,193,312,957,, , 
펼치기 PCR,,,,,-14.19,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,880","2,780", , 
  CPS＜당기＞,1,-133,82,-43,-203,, , 
펼치기 PSR,,,,,1.08,, , 
  보통주수정주가(기말)＜당기＞,,,,,"2,880","2,780", , 
  SPS＜당기＞,"1,084","1,168","1,595","1,818","2,666",, , 
펼치기 EV/EBITDA,,,,,13.56,, , 
  EV＜당기＞,,,,,592.9,, , 
  EBITDA＜당기＞,15.9,3.5,21.1,26.4,43.7,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,,,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),,,0.00,0.00,,, , 
