항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,195,-39,-60,-323,197,,161, 
  당기순이익(지배)＜당기＞,38.9,-7.7,-12.0,-64.5,39.4,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"3,671","3,671","3,526","3,133","3,352",,7, 
  자본총계(지배)＜당기＞,734.2,734.3,705.2,626.6,670.3,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000",, , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,, , 
펼치기 CPS,346,207,-76,47,360,,671, 
  영업활동현금흐름＜당기＞,69.3,41.4,-15.1,9.3,72.0,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"5,019","4,171","2,620","1,979","2,804",,42, 
  매출액＜당기＞,"1,003.7",834.1,524.0,395.9,560.9,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,20.52,N/A,N/A,N/A,13.13,,279.97, 
  보통주수정주가(기말)＜당기＞,"3,995","3,505","3,575","2,355","2,590","2,580", , 
  EPS＜당기＞,195,-39,-60,-323,197,, , 
펼치기 PBR,1.09,0.95,1.01,0.75,0.77,,2.81, 
  보통주수정주가(기말)＜당기＞,"3,995","3,505","3,575","2,355","2,590","2,580", , 
  BPS＜당기＞,"3,671","3,671","3,526","3,133","3,352",, , 
펼치기 PCR,11.53,16.94,-47.34,50.45,7.20,,-85.73, 
  보통주수정주가(기말)＜당기＞,"3,995","3,505","3,575","2,355","2,590","2,580", , 
  CPS＜당기＞,346,207,-76,47,360,, , 
펼치기 PSR,0.80,0.84,1.36,1.19,0.92,,-22.37, 
  보통주수정주가(기말)＜당기＞,"3,995","3,505","3,575","2,355","2,590","2,580", , 
  SPS＜당기＞,"5,019","4,171","2,620","1,979","2,804",, , 
펼치기 EV/EBITDA,6.26,46.46,-43.17,0.36,-0.03,,-107.03, 
  EV＜당기＞,694.0,537.6,534.9,-17.5,-2.0,, , 
  EBITDA＜당기＞,110.8,11.6,-12.4,-48.7,78.8,, , 
펼치기 DPS,25,13,,,,, , 
  현금DPS,25,13,,,,, , 
  주식DPS,0,,,,,, , 
  현금배당수익률,0.63,0.37,,,,, , 
  현금배당성향(%),12.84,-33.73,0.00,0.00,,, , 
