항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,-806,-226,106,226,17,,-92, 
  당기순이익(지배)＜당기＞,-60.2,-18.3,8.6,18.3,1.4,, , 
  보통주수정평균발행주식수＜당기＞,"7,469,014","8,070,168","8,080,722","8,085,634","8,107,309","8,108,834", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"4,538","5,781","5,914","6,081","6,046",,-1, 
  자본총계(지배)＜당기＞,357.1,466.8,478.2,488.9,484.7,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"7,870,868","8,074,634","8,085,634","8,040,251","8,018,066","8,006,566", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,384,103,5,158,56,,-64, 
  영업활동현금흐름＜당기＞,28.7,8.3,0.4,12.8,4.6,, , 
  보통주수정평균발행주식수＜당기＞,"7,469,014","8,070,168","8,080,722","8,085,634","8,107,309","8,108,834", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,157",973,785,"1,087","1,024",,-6, 
  매출액＜당기＞,86.4,78.5,63.5,87.9,83.0,, , 
  보통주수정평균발행주식수＜당기＞,"7,469,014","8,070,168","8,080,722","8,085,634","8,107,309","8,108,834", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,N/A,N/A,221.48,134.23,"1,260.44",,839.01, 
  보통주수정주가(기말)＜당기＞,"49,950","35,550","23,450","30,400","21,650","16,100", , 
  EPS＜당기＞,-806,-226,106,226,17,, , 
펼치기 PBR,11.01,6.15,3.97,5.00,3.58,,-28.37, 
  보통주수정주가(기말)＜당기＞,"49,950","35,550","23,450","30,400","21,650","16,100", , 
  BPS＜당기＞,"4,538","5,781","5,914","6,081","6,046",, , 
펼치기 PCR,130.20,344.05,"4,576.80",192.10,383.87,,99.83, 
  보통주수정주가(기말)＜당기＞,"49,950","35,550","23,450","30,400","21,650","16,100", , 
  CPS＜당기＞,384,103,5,158,56,, , 
펼치기 PSR,43.17,36.55,29.86,27.97,21.15,,-24.38, 
  보통주수정주가(기말)＜당기＞,"49,950","35,550","23,450","30,400","21,650","16,100", , 
  SPS＜당기＞,"1,157",973,785,"1,087","1,024",, , 
펼치기 EV/EBITDA,178.14,220.14,178.85,106.46,316.60,,197.40, 
  EV＜당기＞,"3,769.0","2,654.5","1,674.5","2,245.2","1,553.6",, , 
  EBITDA＜당기＞,21.2,12.1,9.4,21.1,4.9,, , 
펼치기 DPS,0,0,0,,,, , 
  현금DPS,0,0,0,,,, , 
  주식DPS,0,0,0,,,, , 
  현금배당수익률,0.00,0.00,0.00,,,, , 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
