항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,,134,-436,-384,432,593,213,37
  당기순이익(지배)＜당기＞,,5.9,-24.8,-21.8,26.4,46.0, , 
  보통주수정평균발행주식수＜당기＞,"3,518,200","4,375,800","5,676,950","5,676,950","6,110,743","7,753,772", , 
  우선주수정평균발행주식수＜당기＞,"11,764","11,764","4,544",0,0,0, , 
펼치기 BPS,,"1,658","1,227",898,"2,023",,125, 
  자본총계(지배)＜당기＞,,94.3,69.7,51.0,127.8,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"3,518,200","5,676,950","5,676,950","5,676,950","6,317,980","7,965,980", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,"11,764","11,764",0,0,0,0, , 
펼치기 CPS,,396,-69,-157,-321,,-105, 
  영업활동현금흐름＜당기＞,,17.4,-3.9,-8.9,-19.6,, , 
  보통주수정평균발행주식수＜당기＞,"3,518,200","4,375,800","5,676,950","5,676,950","6,110,743","7,753,772", , 
  우선주수정평균발행주식수＜당기＞,"11,764","11,764","4,544",0,0,0, , 
펼치기 SPS,,"3,298","3,191","2,657","3,628","4,617",37,27
  매출액＜당기＞,,144.7,181.3,150.8,221.7,358.0, , 
  보통주수정평균발행주식수＜당기＞,"3,518,200","4,375,800","5,676,950","5,676,950","6,110,743","7,753,772", , 
  우선주수정평균발행주식수＜당기＞,"11,764","11,764","4,544",0,0,0, , 
펼치기 PER,,,,,,27.64, , 
  보통주수정주가(기말)＜당기＞,,,,,,"16,400", , 
  EPS＜당기＞,,134,-436,-384,432,593, , 
펼치기 PBR,,0.00,0.00,0.00,0.00,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"16,400", , 
  BPS＜당기＞,,"1,658","1,227",898,"2,023",, , 
펼치기 PCR,,,,,,, , 
  보통주수정주가(기말)＜당기＞,,,,,,"16,400", , 
  CPS＜당기＞,,396,-69,-157,-321,, , 
펼치기 PSR,,,,,,3.55, , 
  보통주수정주가(기말)＜당기＞,,,,,,"16,400", , 
  SPS＜당기＞,,"3,298","3,191","2,657","3,628","4,617", , 
펼치기 EV/EBITDA,,,,,,, , 
  EV＜당기＞,,,,,,, , 
  EBITDA＜당기＞,,4.8,-10.2,-9.4,19.0,, , 
펼치기 DPS,0,0,0,0,,, , 
  현금DPS,0,0,0,0,,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,,,,,,, , 
  현금배당성향(%),,0.00,0.00,0.00,,, , 
