항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,63,14,-122,-149,-38,,74, 
  당기순이익(지배)＜당기＞,16.4,3.6,-35.2,-43.8,-13.0,, , 
  보통주수정평균발행주식수＜당기＞,"26,032,185","26,032,185","28,904,632","29,492,393","33,984,549","36,354,789", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,278","2,291","2,070","2,103","2,223",,6, 
  자본총계(지배)＜당기＞,592.9,596.3,610.4,620.3,808.0,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"26,032,185","26,032,185","29,492,393","29,492,393","36,353,554","36,355,187", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-27,182,-64,-168,-332,,-98, 
  영업활동현금흐름＜당기＞,-7.1,47.4,-18.5,-49.6,-113.0,, , 
  보통주수정평균발행주식수＜당기＞,"26,032,185","26,032,185","28,904,632","29,492,393","33,984,549","36,354,789", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,191","1,173",869,"1,272","2,486",,95, 
  매출액＜당기＞,310.1,305.4,251.1,375.2,844.7,, , 
  보통주수정평균발행주식수＜당기＞,"26,032,185","26,032,185","28,904,632","29,492,393","33,984,549","36,354,789", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,17.34,98.33,N/A,N/A,N/A,,-289.09, 
  보통주수정주가(기말)＜당기＞,"1,095","1,350","2,235","2,465","2,470","2,650", , 
  EPS＜당기＞,63,14,-122,-149,-38,, , 
펼치기 PBR,0.48,0.59,1.08,1.17,1.11,,-5.19, 
  보통주수정주가(기말)＜당기＞,"1,095","1,350","2,235","2,465","2,470","2,650", , 
  BPS＜당기＞,"2,278","2,291","2,070","2,103","2,223",, , 
펼치기 PCR,-40.34,7.42,-34.99,-14.65,-7.43,,49.30, 
  보통주수정주가(기말)＜당기＞,"1,095","1,350","2,235","2,465","2,470","2,650", , 
  CPS＜당기＞,-27,182,-64,-168,-332,, , 
펼치기 PSR,0.92,1.15,2.57,1.94,0.99,,-48.71, 
  보통주수정주가(기말)＜당기＞,"1,095","1,350","2,235","2,465","2,470","2,650", , 
  SPS＜당기＞,"1,191","1,173",869,"1,272","2,486",, , 
펼치기 EV/EBITDA,12.16,14.96,-94.78,-76.28,14.10,,118.48, 
  EV＜당기＞,484.4,502.7,776.7,857.6,"1,126.3",, , 
  EBITDA＜당기＞,39.8,33.6,-8.2,-11.2,79.9,, , 
펼치기 DPS,0,0,0,0,0,, , 
  현금DPS,0,0,0,0,0,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.00,0.00,0.00,0.00,0.00,,0.00, 
  현금배당성향(%),0.00,0.00,0.00,0.00,,, , 
