항목,"2017/12
(IFRS별도)","2018/12
(IFRS별도)","2019/12
(IFRS별도)","2020/12
(IFRS별도)","2021/12
(IFRS별도)","2022/12(E)
(IFRS별도)
연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,413,161,127,285,377,,32, 
  당기순이익(지배)＜당기＞,82.7,32.3,25.5,56.9,75.4,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"2,655","2,765","2,843","3,077","3,378",,10, 
  자본총계(지배)＜당기＞,530.9,553.0,568.5,615.4,675.6,, , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"19,998,433","19,998,433","19,998,433","19,998,433","20,000,000","20,000,000", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,-76,64,190,187,306,,64, 
  영업활동현금흐름＜당기＞,-15.2,12.8,38.1,37.4,61.3,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"1,715","1,602","1,356","1,328","1,871",,41, 
  매출액＜당기＞,343.0,320.4,271.2,265.7,374.2,, , 
  보통주수정평균발행주식수＜당기＞,"20,000,000","20,000,000","20,000,000","20,000,000","20,000,000","20,000,000", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,9.80,27.62,23.18,10.30,9.78,,-5.03, 
  보통주수정주가(기말)＜당기＞,"4,050","4,460","2,950","2,930","3,685","3,540", , 
  EPS＜당기＞,413,161,127,285,377,, , 
펼치기 PBR,1.53,1.61,1.04,0.95,1.09,,14.58, 
  보통주수정주가(기말)＜당기＞,"4,050","4,460","2,950","2,930","3,685","3,540", , 
  BPS＜당기＞,"2,655","2,765","2,843","3,077","3,378",, , 
펼치기 PCR,-53.41,69.48,15.49,15.67,12.03,,-23.25, 
  보통주수정주가(기말)＜당기＞,"4,050","4,460","2,950","2,930","3,685","3,540", , 
  CPS＜당기＞,-76,64,190,187,306,, , 
펼치기 PSR,2.36,2.78,2.18,2.21,1.97,,-10.70, 
  보통주수정주가(기말)＜당기＞,"4,050","4,460","2,950","2,930","3,685","3,540", , 
  SPS＜당기＞,"1,715","1,602","1,356","1,328","1,871",, , 
펼치기 EV/EBITDA,12.52,14.89,10.78,2.30,2.55,,10.80, 
  EV＜당기＞,461.0,541.0,214.0,80.2,184.0,, , 
  EBITDA＜당기＞,36.8,36.3,19.8,34.8,72.1,, , 
펼치기 DPS,50,50,50,75,100,,33, 
  현금DPS,50,50,50,75,100,, , 
  주식DPS,0,0,0,0,,, , 
  현금배당수익률,1.23,1.12,1.69,2.56,2.71,,0.15, 
  현금배당성향(%),12.10,30.96,39.29,26.35,26.53,,0.19, 
