항목,2017/12,2018/12,2019/12,2020/12,2021/12,"2022/12(E)

연간컨센서스닫기",전년대비,전년대비
펼치기 EPS,948,675,480,864,740,"1,403",-14,90
  당기순이익(지배)＜당기＞,114.6,81.6,58.0,104.4,89.5,169.7, , 
  보통주수정평균발행주식수＜당기＞,"12,089,892","12,089,892","12,089,892","12,089,892","12,089,892","12,089,892", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 BPS,"10,261","10,553","10,659","11,925","12,458","13,721",4,10
  자본총계(지배)＜당기＞,"1,211.4","1,231.7","1,236.1","1,373.6","1,434.9","1,580.3", , 
  보통주수정기말발행주식수(자사주차감)＜당기＞,"11,806,307","11,670,962","11,597,171","11,517,968","11,517,968","11,517,968", , 
  우선주수정기말발행주식수(자사주차감)＜당기＞,0,0,0,0,0,0, , 
펼치기 CPS,"1,489","1,646","1,536","1,637","2,158","1,861",32,-14
  영업활동현금흐름＜당기＞,180.0,199.0,185.7,197.9,260.9,240.0, , 
  보통주수정평균발행주식수＜당기＞,"12,089,892","12,089,892","12,089,892","12,089,892","12,089,892","12,089,892", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 SPS,"8,782","8,572","9,110","9,546","9,580","11,197",0,17
  매출액＜당기＞,"1,061.8","1,036.4","1,101.4","1,154.1","1,158.3","1,353.7", , 
  보통주수정평균발행주식수＜당기＞,"12,089,892","12,089,892","12,089,892","12,089,892","12,089,892","12,089,892", , 
  우선주수정평균발행주식수＜당기＞,0,0,0,0,0,0, , 
펼치기 PER,31.72,26.08,32.32,21.81,18.84,12.65,-13.59,-32.88
  보통주수정주가(기말)＜당기＞,"30,070","17,602","15,507","18,833","13,950","17,750", , 
  EPS＜당기＞,948,675,480,864,740,"1,403", , 
펼치기 PBR,2.93,1.67,1.45,1.58,1.12,1.29,-29.10,15.53
  보통주수정주가(기말)＜당기＞,"30,070","17,602","15,507","18,833","13,950","17,750", , 
  BPS＜당기＞,"10,261","10,553","10,659","11,925","12,458","13,721", , 
펼치기 PCR,20.20,10.69,10.10,11.50,6.47,9.54,-43.80,47.52
  보통주수정주가(기말)＜당기＞,"30,070","17,602","15,507","18,833","13,950","17,750", , 
  CPS＜당기＞,"1,489","1,646","1,536","1,637","2,158","1,861", , 
펼치기 PSR,3.42,2.05,1.70,1.97,1.46,1.59,-26.19,8.87
  보통주수정주가(기말)＜당기＞,"30,070","17,602","15,507","18,833","13,950","17,750", , 
  SPS＜당기＞,"8,782","8,572","9,110","9,546","9,580","11,197", , 
펼치기 EV/EBITDA,14.85,10.59,10.24,10.04,7.68,6.05,-23.57,-21.18
  EV＜당기＞,"3,716.7","2,130.5","1,791.7","2,147.1","1,388.5","1,561.0", , 
  EBITDA＜당기＞,250.3,201.1,174.9,213.8,180.9,258.0, , 
펼치기 DPS,157,183,209,209,200,,-5, 
  현금DPS,157,183,209,209,200,, , 
  주식DPS,0,0,0,0,0,, , 
  현금배당수익률,0.52,1.04,1.35,1.11,1.43,1.13,0.32,-0.31
  현금배당성향(%),15.83,25.48,40.26,22.06,25.74,14.25,3.68,-11.49
